_id,resale_price,year,month,timeseries_month,region,town,rooms,avg_storey,floor_area_sqm,remaining_lease,address,dist_to_marina_bay,latitude,longitude,postal_code,nearest_station_0,dist_to_station_0
143480,940000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,26.0,93.0,94.5,"260A, Ang Mo Kio Street 21",9.82,1.36928934819166,103.834131942869,561260,Mayflower MRT,0.36
143481,690000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,8.0,95.0,82.25,"316A, Ang Mo Kio Street 31",9.0,1.36476598625413,103.846907899709,562316,Ang Mo Kio MRT,0.64
143482,605888.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,14.0,90.0,77.83333333333333,"352, Ang Mo Kio Street 32",8.89,1.36442474404862,103.850864037677,560352,Ang Mo Kio MRT,0.63
143483,758000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,26.0,95.0,77.75,"352, Ang Mo Kio Street 32",8.89,1.36442474404862,103.850864037677,560352,Ang Mo Kio MRT,0.63
143484,880000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,14.0,93.0,94.33333333333333,"455C, Ang Mo Kio Street 44",9.28,1.36856484754808,103.857943144204,563455,Ang Mo Kio MRT,0.95
143485,863000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,14.0,93.0,94.25,"455C, Ang Mo Kio Street 44",9.28,1.36856484754808,103.857943144204,563455,Ang Mo Kio MRT,0.95
143486,810000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,11.0,93.0,94.25,"455B, Ang Mo Kio Street 44",9.26,1.36833017912554,103.858495667837,562455,Ang Mo Kio MRT,1.01
143487,865000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,14.0,93.0,94.25,"455C, Ang Mo Kio Street 44",9.28,1.36856484754808,103.857943144204,563455,Ang Mo Kio MRT,0.95
143488,928000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,23.0,93.0,95.16666666666667,"590B, Ang Mo Kio Street 51",9.61,1.37118642598512,103.852980282648,562590,Ang Mo Kio MRT,0.41
143489,910000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,11.0,93.0,95.16666666666667,"590B, Ang Mo Kio Street 51",9.61,1.37118642598512,103.852980282648,562590,Ang Mo Kio MRT,0.41
143490,915000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,17.0,93.0,95.16666666666667,"590B, Ang Mo Kio Street 51",9.61,1.37118642598512,103.852980282648,562590,Ang Mo Kio MRT,0.41
143491,880000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,14.0,93.0,95.16666666666667,"591A, Ang Mo Kio Street 51",9.59,1.37093324079314,103.851940766136,561591,Ang Mo Kio MRT,0.29
143492,945000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,20.0,93.0,95.16666666666667,"590A, Ang Mo Kio Street 51",9.6,1.37122178516983,103.853853154442,561590,Ang Mo Kio MRT,0.5
143493,903000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,11.0,93.0,95.16666666666667,"590B, Ang Mo Kio Street 51",9.61,1.37118642598512,103.852980282648,562590,Ang Mo Kio MRT,0.41
143494,850000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,8.0,93.0,95.16666666666667,"590A, Ang Mo Kio Street 51",9.6,1.37122178516983,103.853853154442,561590,Ang Mo Kio MRT,0.5
143495,960000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,26.0,93.0,95.08333333333333,"591A, Ang Mo Kio Street 51",9.59,1.37093324079314,103.851940766136,561591,Ang Mo Kio MRT,0.29
143496,940000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,26.0,93.0,95.16666666666667,"590B, Ang Mo Kio Street 51",9.61,1.37118642598512,103.852980282648,562590,Ang Mo Kio MRT,0.41
143497,930000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,23.0,93.0,95.08333333333333,"591A, Ang Mo Kio Street 51",9.59,1.37093324079314,103.851940766136,561591,Ang Mo Kio MRT,0.29
143498,912000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,4.0,20.0,91.0,87.58333333333333,"588D, Ang Mo Kio Street 52",9.66,1.37175400663025,103.8538833087,564588,Ang Mo Kio MRT,0.52
143499,682888.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,17.0,123.0,53.583333333333336,"306, Ang Mo Kio Avenue 1",9.12,1.36572552222846,103.845750564626,560306,Ang Mo Kio MRT,0.63
143500,695000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,5.0,123.0,53.583333333333336,"306, Ang Mo Kio Avenue 1",9.12,1.36572552222846,103.845750564626,560306,Ang Mo Kio MRT,0.63
143501,658888.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,11.0,119.0,55.416666666666664,"402, Ang Mo Kio Avenue 10",8.52,1.36147707782617,103.855300420198,560402,Ang Mo Kio MRT,1.13
143502,790000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,14.0,135.0,58.416666666666664,"259, Ang Mo Kio Avenue 2",9.84,1.36858148248531,103.831557777899,560259,Mayflower MRT,0.64
143503,800000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,5.0,119.0,69.33333333333333,"176, Ang Mo Kio Avenue 4",10.46,1.3758482258358,103.83615719919,560176,Mayflower MRT,0.49
143504,858000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,14.0,133.0,72.5,"618, Ang Mo Kio Avenue 4",10.62,1.37795244011691,103.83844686462,560618,Mayflower MRT,0.75
143505,740000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,20.0,118.0,56.666666666666664,"520, Ang Mo Kio Avenue 5",9.87,1.3734054063175,103.851134219635,560520,Ang Mo Kio MRT,0.42
143506,1008000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,20.0,111.0,79.5,"700C, Ang Mo Kio Avenue 6",9.51,1.36944159368432,103.84648823913,563700,Ang Mo Kio MRT,0.35
143507,820000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,11.0,119.0,56.5,"714, Ang Mo Kio Avenue 6",9.7,1.37109649780946,103.84623152448,560714,Ang Mo Kio MRT,0.39
143508,768000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,5.0,128.0,72.25,"253, Ang Mo Kio Street 21",9.82,1.3694605445784,103.834659046016,560253,Mayflower MRT,0.31
143509,838000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,8.0,138.0,72.25,"253, Ang Mo Kio Street 21",9.82,1.3694605445784,103.834659046016,560253,Mayflower MRT,0.31
143510,780000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,5.0,110.0,77.75,"353, Ang Mo Kio Street 32",8.84,1.36406807879641,103.851612284582,560353,Ang Mo Kio MRT,0.69
143511,1090000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,35.0,113.0,94.25,"455B, Ang Mo Kio Street 44",9.26,1.36833017912554,103.858495667837,562455,Ang Mo Kio MRT,1.01
143512,1095000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,20.0,113.0,94.16666666666667,"455B, Ang Mo Kio Street 44",9.26,1.36833017912554,103.858495667837,562455,Ang Mo Kio MRT,1.01
143513,1025000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,8.0,117.0,87.66666666666667,"588C, Ang Mo Kio Street 52",9.67,1.37183157010083,103.853670978083,563588,Ang Mo Kio MRT,0.5
143514,968888.88,2023,1,2023-01-01,North-East,Ang Mo Kio,5.0,23.0,110.0,79.0,"596C, Ang Mo Kio Street 52",9.73,1.37193571932413,103.85014325987,563596,Ang Mo Kio MRT,0.23
143515,1138000.0,2023,1,2023-01-01,North-East,Ang Mo Kio,5.5,8.0,142.0,72.41666666666667,"104A, Ang Mo Kio Street 11",9.95,1.37182700854497,103.838803655863,560104,Mayflower MRT,0.25
143516,620000.0,2023,1,2023-01-01,East,Bedok,3.0,17.0,69.0,86.41666666666667,"219D, Bedok Ctrl",9.24,1.32486246741407,103.933792052544,464219,Bedok Reservoir MRT,1.31
143517,380000.0,2023,1,2023-01-01,East,Bedok,3.0,8.0,67.0,55.083333333333336,"424, Bedok North Avenue 1",8.84,1.32842001017396,103.927482674529,460424,Bedok Reservoir MRT,1.05
143518,392000.0,2023,1,2023-01-01,East,Bedok,3.0,5.0,82.0,55.583333333333336,"520, Bedok North Avenue 1",9.03,1.33046461779259,103.92813426172,460520,Bedok Reservoir MRT,0.82
143519,356888.0,2023,1,2023-01-01,East,Bedok,3.0,5.0,68.0,56.5,"550, Bedok North Avenue 1",9.03,1.3326931795279,103.926617402908,460550,Bedok Reservoir MRT,0.76
143520,390000.0,2023,1,2023-01-01,East,Bedok,3.0,8.0,67.0,54.916666666666664,"416, Bedok North Avenue 2",9.14,1.32840382815915,103.930684870347,460416,Bedok Reservoir MRT,0.92
