_id,resale_price,year,month,timeseries_month,region,town,rooms,avg_storey,floor_area_sqm,remaining_lease,dist_to_marina_bay,latitude,longitude,nearest_station_0,dist_to_station_0
108188,255000.0,2022,8,2022-08-01,North-East,Ang Mo Kio,2.0,11.0,44.0,54.5,9.1,1.36622707120636,103.850085858983,Ang Mo Kio MRT,0.41
110496,838000.0,2022,8,2022-08-01,North,Yishun,5.5,5.0,146.0,64.5,14.79,1.41545218627166,103.833091096014,Yishun MRT,1.56
110495,748000.0,2022,8,2022-08-01,North,Yishun,5.5,11.0,146.0,64.16666666666667,15.34,1.42133515867973,103.837436986724,Yishun MRT,0.94
110494,838888.0,2022,8,2022-08-01,North,Yishun,5.5,8.0,146.0,65.33333333333333,15.67,1.42540416849826,103.844843123768,Yishun MRT,1.18
110493,838000.0,2022,8,2022-08-01,North,Yishun,5.5,8.0,146.0,65.33333333333333,15.67,1.42540416849826,103.844843123768,Yishun MRT,1.18
110492,778000.0,2022,8,2022-08-01,North,Yishun,5.5,8.0,150.0,65.33333333333333,15.67,1.42540416849826,103.844843123768,Yishun MRT,1.18
110491,768888.0,2022,8,2022-08-01,North,Yishun,5.5,8.0,146.0,65.33333333333333,16.12,1.42923856240311,103.842145690691,Yishun MRT,0.79
110490,665000.0,2022,8,2022-08-01,North,Yishun,5.5,5.0,142.0,65.08333333333333,15.78,1.42684012912743,103.849273522587,Yishun MRT,1.61
110489,675000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,127.0,64.66666666666667,14.68,1.41473535622951,103.834703731666,Yishun MRT,1.63
110488,570000.0,2022,8,2022-08-01,North,Yishun,5.0,2.0,122.0,65.0,14.79,1.41603095097186,103.836239123144,Yishun MRT,1.49
110487,575000.0,2022,8,2022-08-01,North,Yishun,5.0,2.0,122.0,64.41666666666667,14.43,1.41307365987955,103.837975857782,Yishun MRT,1.84
110486,608000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,121.0,63.25,15.96,1.42651075293863,103.834284715601,Yishun MRT,0.33
110485,608000.0,2022,8,2022-08-01,North,Yishun,5.0,8.0,122.0,63.666666666666664,15.92,1.42579485526292,103.832724670537,Yishun MRT,0.48
110484,598000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,121.0,64.16666666666667,15.17,1.42006905115522,103.839133252307,Yishun MRT,1.13
110483,710000.0,2022,8,2022-08-01,North,Yishun,5.0,11.0,113.0,92.66666666666667,14.99,1.41924161070524,103.844941652639,Yishun MRT,1.58
110482,600000.0,2022,8,2022-08-01,North,Yishun,5.0,2.0,113.0,92.66666666666667,14.84,1.41773318073336,103.84382441362,Yishun MRT,1.62
110481,590000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,112.0,92.25,16.44,1.43262608290991,103.846381694939,Yishun MRT,1.31
110480,578000.0,2022,8,2022-08-01,North,Yishun,5.0,11.0,112.0,92.33333333333333,16.38,1.43193955083877,103.844987122713,Yishun MRT,1.14
110479,560000.0,2022,8,2022-08-01,North,Yishun,5.0,2.0,112.0,92.33333333333333,16.44,1.43262608290991,103.846381694939,Yishun MRT,1.31
110478,520000.0,2022,8,2022-08-01,North,Yishun,5.0,2.0,122.0,63.25,16.98,1.43653310907952,103.838677913372,Yishun MRT,0.88
110477,575000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,133.0,68.91666666666667,17.03,1.43672478418958,103.836966390282,Yishun MRT,0.83
110476,580000.0,2022,8,2022-08-01,North,Yishun,5.0,8.0,111.0,77.33333333333333,17.02,1.43630990957305,103.834570962093,Yishun MRT,0.76
110475,520000.0,2022,8,2022-08-01,North,Yishun,5.0,2.0,110.0,77.91666666666667,16.85,1.43331769000776,103.827515443899,Yishun MRT,0.94
110474,558000.0,2022,8,2022-08-01,North,Yishun,5.0,8.0,121.0,61.916666666666664,16.55,1.43269871879609,103.839369131479,Yishun MRT,0.6
110473,545000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,112.0,78.0,16.85,1.43331769000776,103.827515443899,Yishun MRT,0.94
110472,520000.0,2022,8,2022-08-01,North,Yishun,5.0,2.0,122.0,62.666666666666664,16.97,1.43482138833722,103.829347800986,Yishun MRT,0.87
110471,595000.0,2022,8,2022-08-01,North,Yishun,5.0,11.0,112.0,78.0,16.87,1.43339605588677,103.82711777039,Yishun MRT,0.98
110470,600000.0,2022,8,2022-08-01,North,Yishun,5.0,8.0,121.0,63.666666666666664,15.02,1.41807789053212,103.835582914002,Yishun MRT,1.26
110469,620000.0,2022,8,2022-08-01,North,Yishun,5.0,11.0,121.0,62.916666666666664,15.58,1.4225317123525,103.832185532563,Yishun MRT,0.83
110468,520000.0,2022,8,2022-08-01,North,Yishun,5.0,2.0,112.0,78.0,16.91,1.43378416383121,103.827489711438,Yishun MRT,0.96
110467,545000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,122.0,65.08333333333333,15.71,1.42590766387746,103.845994782831,Yishun MRT,1.28
110466,580000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,122.0,65.08333333333333,16.09,1.42873442810568,103.840836164995,Yishun MRT,0.65
110465,668000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,112.0,92.25,16.45,1.43236735703997,103.843300870773,Yishun MRT,0.98
110464,643000.0,2022,8,2022-08-01,North,Yishun,5.0,11.0,112.0,92.25,16.51,1.43292306072856,103.843472712009,Yishun MRT,1.02
110463,690000.0,2022,8,2022-08-01,North,Yishun,5.0,8.0,113.0,94.75,14.47,1.41371070675887,103.839528173264,Yishun MRT,1.81
110462,560000.0,2022,8,2022-08-01,North,Yishun,5.0,8.0,120.0,64.33333333333333,15.4,1.42224077094874,103.839349033609,Yishun MRT,0.93
110461,580000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,121.0,64.08333333333333,15.36,1.42189632148765,103.839487410583,Yishun MRT,0.97
110460,650000.0,2022,8,2022-08-01,North,Yishun,5.0,8.0,113.0,94.75,14.47,1.41379975962339,103.840131905186,Yishun MRT,1.82
110459,575000.0,2022,8,2022-08-01,North,Yishun,5.0,5.0,112.0,91.58333333333333,15.32,1.42252779234301,103.847445232519,Yishun MRT,1.58
110458,560000.0,2022,8,2022-08-01,North,Yishun,5.0,2.0,112.0,92.08333333333333,14.97,1.41930728950471,103.847043629046,Yishun MRT,1.75
110457,628000.0,2022,8,2022-08-01,North,Yishun,5.0,8.0,112.0,92.16666666666667,14.95,1.41909993352842,103.846461812401,Yishun MRT,1.71
110456,520000.0,2022,8,2022-08-01,North,Yishun,4.0,2.0,108.0,64.41666666666667,14.4,1.41205199425122,103.833971364854,Yishun MRT,1.93
110455,550888.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,103.0,64.58333333333333,14.69,1.41454077208263,103.833346442271,Yishun MRT,1.66
110454,511800.0,2022,8,2022-08-01,North,Yishun,4.0,5.0,103.0,65.33333333333333,14.67,1.41454836310986,103.834104401466,Yishun MRT,1.65
110453,548000.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,103.0,64.75,14.81,1.4157153619615,103.833410417902,Yishun MRT,1.53
110452,420000.0,2022,8,2022-08-01,North,Yishun,4.0,5.0,83.0,64.5,14.66,1.41474478102802,103.835531570491,Yishun MRT,1.63
110451,483000.0,2022,8,2022-08-01,North,Yishun,4.0,8.0,104.0,64.33333333333333,14.52,1.41382332195995,103.837338324568,Yishun MRT,1.75
110450,430000.0,2022,8,2022-08-01,North,Yishun,4.0,5.0,84.0,62.166666666666664,15.99,1.42656876558013,103.833243240371,Yishun MRT,0.37
110449,500000.0,2022,8,2022-08-01,North,Yishun,4.0,8.0,104.0,62.25,15.88,1.42568741187326,103.834007618825,Yishun MRT,0.43
110448,423000.0,2022,8,2022-08-01,North,Yishun,4.0,2.0,84.0,62.166666666666664,16.01,1.42688859174215,103.834067042338,Yishun MRT,0.3
110447,440000.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,84.0,62.25,15.85,1.42536571874248,103.833981402319,Yishun MRT,0.47
110446,385000.0,2022,8,2022-08-01,North,Yishun,4.0,2.0,84.0,63.916666666666664,16.23,1.42752811877469,103.827416588661,Yishun MRT,0.87
110445,400000.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,84.0,62.25,16.05,1.4265362136527,103.830668784342,Yishun MRT,0.58
110444,490000.0,2022,8,2022-08-01,North,Yishun,4.0,8.0,105.0,64.66666666666667,14.99,1.41807802756009,103.836957262586,Yishun MRT,1.28
110443,408000.0,2022,8,2022-08-01,North,Yishun,4.0,5.0,84.0,64.25,15.05,1.41893026318493,103.83910011003,Yishun MRT,1.25
110442,410000.0,2022,8,2022-08-01,North,Yishun,4.0,2.0,84.0,62.916666666666664,15.33,1.42098943108225,103.8360822103,Yishun MRT,0.94
110441,480000.0,2022,8,2022-08-01,North,Yishun,4.0,2.0,104.0,64.08333333333333,15.24,1.42056023821885,103.838449241015,Yishun MRT,1.05
110440,435000.0,2022,8,2022-08-01,North,Yishun,4.0,8.0,85.0,63.75,15.24,1.42006663484074,103.835283676505,Yishun MRT,1.04
110439,438000.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,83.0,63.75,15.24,1.42006663484074,103.835283676505,Yishun MRT,1.04
110438,395000.0,2022,8,2022-08-01,North,Yishun,4.0,2.0,84.0,63.0,15.33,1.42098943108225,103.8360822103,Yishun MRT,0.94
110437,425000.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,84.0,62.916666666666664,15.33,1.42098943108225,103.8360822103,Yishun MRT,0.94
110436,550000.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,92.0,94.5,14.83,1.41732309701441,103.841554200042,Yishun MRT,1.53
110435,546000.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,93.0,94.08333333333333,14.55,1.41495775877443,103.842654982886,Yishun MRT,1.81
110434,515000.0,2022,8,2022-08-01,North,Yishun,4.0,5.0,92.0,92.58333333333333,14.83,1.41776314973521,103.844367647831,Yishun MRT,1.66
110433,502888.0,2022,8,2022-08-01,North,Yishun,4.0,2.0,92.0,94.5,14.84,1.41733258969906,103.840861112656,Yishun MRT,1.49
110432,500000.0,2022,8,2022-08-01,North,Yishun,4.0,5.0,92.0,94.5,14.83,1.41732309701441,103.841554200042,Yishun MRT,1.53
110431,537000.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,92.0,92.66666666666667,14.83,1.41776314973521,103.844367647831,Yishun MRT,1.66
110430,540000.0,2022,8,2022-08-01,North,Yishun,4.0,8.0,93.0,94.08333333333333,14.63,1.41560014502104,103.84241412452,Yishun MRT,1.74
110429,513000.0,2022,8,2022-08-01,North,Yishun,4.0,5.0,92.0,92.66666666666667,14.95,1.41884459566005,103.84482453185,Yishun MRT,1.6
110428,525000.0,2022,8,2022-08-01,North,Yishun,4.0,8.0,93.0,94.58333333333333,14.62,1.41572235710803,103.843648447267,Yishun MRT,1.8
110427,510000.0,2022,8,2022-08-01,North,Yishun,4.0,8.0,93.0,94.08333333333333,14.65,1.41566230128128,103.841448577214,Yishun MRT,1.68
110426,445000.0,2022,8,2022-08-01,North,Yishun,4.0,2.0,93.0,92.66666666666667,14.84,1.41773318073336,103.84382441362,Yishun MRT,1.62
110425,522000.0,2022,8,2022-08-01,North,Yishun,4.0,8.0,93.0,94.58333333333333,14.62,1.41572235710803,103.843648447267,Yishun MRT,1.8
110424,548800.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,93.0,94.58333333333333,14.6,1.41563356027215,103.844327816523,Yishun MRT,1.85
110423,536888.0,2022,8,2022-08-01,North,Yishun,4.0,11.0,93.0,90.08333333333333,15.06,1.41992025972747,103.845223000987,Yishun MRT,1.55
