_id,resale_price,year,month,timeseries_month,region,town,rooms,avg_storey,floor_area_sqm,remaining_lease,dist_to_marina_bay,latitude,longitude
152219,480000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,104.0,63.916666666666664,0.15356132859428473,1.41432425301573,103.838117776469
152218,403000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,84.0,63.583333333333336,0.15567873839324187,1.41444167860568,103.83611779226
152217,465000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,84.0,62.916666666666664,0.17066593105926287,1.4258251511117,103.8325140721
152216,412000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,84.0,63.25,0.17683312741759605,1.42638911318203,103.826910837812
152215,410000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,84.0,63.25,0.17683312741759605,1.42638911318203,103.826910837812
152214,400888.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,84.0,63.25,0.17683312741759605,1.42638911318203,103.826910837812
152213,427000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,84.0,62.5,0.1608781053604338,1.42097005451488,103.837446801202
152212,480000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,91.0,68.16666666666667,0.15961013619792208,1.42106180523936,103.838806521089
152211,535000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,93.0,93.83333333333333,0.1486605957967042,1.41563356027215,103.844327816523
152210,538000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,92.0,93.75,0.15348869954981503,1.41658398264925,103.840450135147
152209,550000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,93.0,91.91666666666667,0.15165481011380577,1.41924161070524,103.844941652639
152208,515000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,93.0,93.83333333333333,0.14990557875593513,1.41604013194338,103.843489405235
152207,525000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,93.0,93.41666666666667,0.1515685761148442,1.41566230128128,103.841448577214
152204,528000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,93.0,93.41666666666667,0.1505113650876424,1.41427715732808,103.841120644288
152203,500000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,104.0,61.416666666666664,0.1773397061693851,1.43782287576482,103.837838021643
152202,450000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,104.0,62.25,0.17536325437779832,1.43768538064724,103.839676978317
152201,480000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,104.0,62.25,0.17472532862662726,1.43587416567207,103.838503689093
152200,407000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,84.0,62.666666666666664,0.17526521435811837,1.43650813252856,103.838597770218
152199,480000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,93.0,61.083333333333336,0.1714219475401506,1.43122595521659,103.837158859724
152198,485000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,93.0,61.5,0.17452071295149096,1.43331614582593,103.836150284922
152197,405000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,93.0,61.083333333333336,0.1776907921326183,1.43224778185906,103.831911841774
152196,453000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,93.0,60.583333333333336,0.17701355447659117,1.43102371428403,103.831365011855
152195,501888.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,98.0,60.416666666666664,0.17769190515372335,1.43165616021317,103.831319107107
152194,520000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,92.0,88.33333333333333,0.15402177702291264,1.42208264283536,103.84541571786
152193,440000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,85.0,62.916666666666664,0.15984982857767638,1.41807789053212,103.835582914002
152192,430000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,84.0,63.083333333333336,0.1676565859864454,1.43158235383889,103.8412806199
152191,510000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,92.0,88.33333333333333,0.155379021581733,1.42204534847417,103.84402117894
152190,422000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,84.0,61.333333333333336,0.1709817146224173,1.43431631548686,103.840689452912
152189,478000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,92.0,88.41666666666667,0.15473341473789648,1.42205375166534,103.844675188975
152188,510000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,105.0,64.91666666666667,0.15791272367586484,1.4257859727303,103.845228101102
152187,555000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,93.0,94.5,0.1573249736200122,1.42203278942045,103.842062667848
152186,540000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,93.0,94.58333333333333,0.1563639361145044,1.42148524765995,103.842476163593
152185,570000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,96.0,88.33333333333333,0.15570944723488522,1.42260229629233,103.844247701105
152184,520000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,105.0,64.83333333333333,0.15791272367586484,1.4257859727303,103.845228101102
152183,470000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,105.0,60.916666666666664,0.17088838656888194,1.43468707910632,103.841153544585
152182,410000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,84.0,64.5,0.15898324620498716,1.42884941903143,103.847221024874
152181,408000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,84.0,63.75,0.18161117787572412,1.43661282967317,103.832356503845
152180,465000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,92.0,88.41666666666667,0.15473341473789648,1.42205375166534,103.844675188975
152179,493000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,104.0,63.833333333333336,0.16470587370390888,1.42887961053535,103.841528588879
152178,418000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,84.0,61.083333333333336,0.1697828785990232,1.43454219874646,103.842114172195
152177,420000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,84.0,61.0,0.1697546607693654,1.43509085774181,103.84269104902
152176,570000.0,2023,4,2023-04-01,North,Yishun,4.0,14.0,92.0,91.5,0.1680296290329546,1.43378048287839,103.843105705893
152175,415000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,84.0,61.166666666666664,0.1697828785990232,1.43454219874646,103.842114172195
152174,546000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,92.0,91.58333333333333,0.16680520076711658,1.43292306072856,103.843472712009
152173,465000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,105.0,64.41666666666667,0.15736648121547447,1.42851535023391,103.848503721066
152172,405000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,84.0,64.25,0.15491796353614307,1.42626632416059,103.848703212672
152171,415000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,84.0,64.5,0.15148165364428579,1.42168752611672,103.84756072452
152170,430000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,104.0,63.416666666666664,0.1782249800115039,1.43969859742694,103.838828469463
152169,475000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,93.0,60.333333333333336,0.17357073726501526,1.42988033584046,103.833664450623
152168,450000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,93.0,59.833333333333336,0.17770845706644667,1.42923420821389,103.828880603195
152167,580000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,93.0,94.58333333333333,0.1553103416324797,1.42107254833692,103.843117058752
152166,618000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,93.0,94.58333333333333,0.15619726863193395,1.42104894176938,103.842206525185
152165,520000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,93.0,94.58333333333333,0.1553103416324797,1.42107254833692,103.843117058752
152164,595000.0,2023,4,2023-04-01,North,Yishun,4.0,14.0,93.0,94.66666666666667,0.1553103416324797,1.42107254833692,103.843117058752
152163,495000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,104.0,63.333333333333336,0.1592771100370567,1.4216268803115,103.839704622322
152162,400000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,83.0,63.666666666666664,0.16024658938730285,1.42224077094874,103.839349033609
152161,555000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,93.0,94.58333333333333,0.1553103416324797,1.42107254833692,103.843117058752
152157,490000.0,2023,4,2023-04-01,North,Yishun,4.0,2.0,93.0,94.66666666666667,0.15460160133992096,1.41942806754236,103.84218131825
152156,424000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,83.0,63.5,0.16161642516759578,1.42336510076503,103.839103527645
152155,490000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,106.0,68.25,0.15656406889774122,1.41978323945218,103.840574022602
152154,504231.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,104.0,63.5,0.1572976750889834,1.42047273835843,103.840529915317
152153,545000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,93.0,94.66666666666667,0.1553103416324797,1.42107254833692,103.843117058752
152152,435000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,83.0,63.5,0.15718939514699315,1.41988631262944,103.84005176953
152151,418000.0,2023,4,2023-04-01,North,Yishun,4.0,5.0,84.0,62.416666666666664,0.16958972028220298,1.42448626001165,103.832251391777
152150,485000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,104.0,63.75,0.16444118311868272,1.42106482793412,103.833978496863
152149,665000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,92.0,89.5,0.1626171194502224,1.42793924371366,103.842676976311
152148,710000.0,2023,4,2023-04-01,North,Yishun,4.0,14.0,92.0,89.5,0.1626171194502224,1.42793924371366,103.842676976311
152147,514000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,92.0,91.66666666666667,0.15096112649451499,1.42282966353596,103.849223389089
152146,408000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,84.0,64.41666666666667,0.15145075756640547,1.42242242128485,103.848326515766
152145,525000.0,2023,4,2023-04-01,North,Yishun,4.0,8.0,92.0,88.33333333333333,0.1552273089225562,1.42303228780099,103.845159830926
152144,525000.0,2023,4,2023-04-01,North,Yishun,4.0,11.0,93.0,89.33333333333333,0.15181439778112704,1.42066731724757,103.846207771514
152143,425000.0,2023,4,2023-04-01,North,Yishun,3.0,8.0,74.0,63.916666666666664,0.15661864653778634,1.41605960153323,103.836795807043
152142,390000.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,73.0,64.66666666666667,0.1577988136914128,1.41454836310986,103.834104401466
152141,412000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,73.0,64.08333333333333,0.15965979610705805,1.4157153619615,103.833410417902
152140,345000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,64.0,62.083333333333336,0.16949424076193065,1.42539842469037,103.833259035976
152139,350000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,64.0,63.0,0.1756603561900456,1.42681827962849,103.828512775486
152138,335000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,64.0,63.0,0.1756603561900456,1.42681827962849,103.828512775486
152137,358000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,64.0,63.833333333333336,0.16274456526849312,1.42172608902193,103.836336375801
152136,450000.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,68.0,93.33333333333333,0.1505113650876424,1.41427715732808,103.841120644288
152133,370000.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,67.0,61.666666666666664,0.17637164632718516,1.43483127003663,103.835814475757
152132,388000.0,2023,4,2023-04-01,North,Yishun,3.0,8.0,67.0,61.416666666666664,0.16980568065017732,1.43131678141962,103.838865952817
152131,362000.0,2023,4,2023-04-01,North,Yishun,3.0,8.0,67.0,61.583333333333336,0.17378882893687342,1.43435351509231,103.837919538203
152130,370000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,67.0,61.333333333333336,0.17303975053411036,1.43422889283755,103.838543994351
152129,358000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,74.0,60.916666666666664,0.1799305707228993,1.43387793728634,103.831302218611
152128,360000.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,74.0,60.916666666666664,0.1788326702282368,1.43316260592868,103.831684787748
152127,370000.0,2023,4,2023-04-01,North,Yishun,3.0,8.0,67.0,61.5,0.17696718526074307,1.43195018839118,103.832337855178
152126,360000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,74.0,59.25,0.18447246482315416,1.43413792566359,103.827020312888
152125,343000.0,2023,4,2023-04-01,North,Yishun,3.0,8.0,64.0,61.416666666666664,0.17024883389369294,1.43352112990914,103.840627148063
152124,353000.0,2023,4,2023-04-01,North,Yishun,3.0,8.0,74.0,59.25,0.1842474531080749,1.43502750249052,103.82813490143
152123,368000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,74.0,63.166666666666664,0.16642889498816227,1.4218392049386,103.832765161998
152122,338000.0,2023,4,2023-04-01,North,Yishun,3.0,8.0,64.0,64.25,0.18028415002194276,1.43523020560839,103.832300907634
152121,450000.0,2023,4,2023-04-01,North,Yishun,3.0,8.0,67.0,94.16666666666667,0.16237545010390164,1.41738913308934,103.832368535033
152120,330000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,68.0,60.5,0.17835069538473602,1.43160991206918,103.830614068732
152119,395000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,77.0,59.333333333333336,0.18447246482315416,1.43413792566359,103.827020312888
152118,388888.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,74.0,63.833333333333336,0.16470587370390888,1.42887961053535,103.841528588879
152117,368000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,74.0,63.333333333333336,0.17864844054509454,1.44003806856754,103.83874448007
152116,350000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,73.0,64.5,0.15736648121547447,1.42851535023391,103.848503721066
152115,375000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,67.0,60.75,0.1743374488069429,1.43010019275338,103.833117595994
152114,358000.0,2023,4,2023-04-01,North,Yishun,3.0,8.0,68.0,59.75,0.17808863712657552,1.42958489778701,103.828851112708
152113,378000.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,68.0,59.75,0.177312770949696,1.42886692085513,103.828909001953
152112,370000.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,68.0,60.083333333333336,0.17781138520268525,1.42821779793313,103.827761264778
152111,345000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,68.0,54.25,0.1802228838143627,1.4305357538408,103.827667722074
152110,343000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,68.0,54.25,0.1802228838143627,1.4305357538408,103.827667722074
152109,475000.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,68.0,94.58333333333333,0.15340055584666779,1.41899508499611,103.842949381197
152108,410000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,68.0,94.0,0.15234509102040605,1.41544596373585,103.840455724763
152107,457000.0,2023,4,2023-04-01,North,Yishun,3.0,14.0,68.0,93.75,0.1541217340908465,1.41859080728129,103.841823925238
152106,438000.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,68.0,94.66666666666667,0.15438930010402152,1.41973757505546,103.842703126999
152105,432000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,68.0,94.58333333333333,0.15619726863193395,1.42104894176938,103.842206525185
152104,445000.0,2023,4,2023-04-01,North,Yishun,3.0,11.0,68.0,94.58333333333333,0.15438930010402152,1.41973757505546,103.842703126999
152103,430000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,68.0,93.83333333333333,0.15471889694852003,1.41875267193096,103.84138862703
152102,425000.0,2023,4,2023-04-01,North,Yishun,3.0,14.0,68.0,94.66666666666667,0.15578285795122881,1.42061127062467,103.842183264721
152101,435000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,68.0,94.66666666666667,0.15438930010402152,1.41973757505546,103.842703126999
152100,477000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,67.0,89.5,0.16265300477574063,1.42727813190218,103.841979979174
152099,485000.0,2023,4,2023-04-01,North,Yishun,3.0,2.0,67.0,89.5,0.1613845163181451,1.42692662097559,103.842896956705
152098,533888.0,2023,4,2023-04-01,North,Yishun,3.0,14.0,67.0,89.5,0.16247280501101136,1.42749509336445,103.842377140401
152097,400000.0,2023,4,2023-04-01,North,Yishun,3.0,5.0,67.0,91.41666666666667,0.15104754363869888,1.42019719250114,103.84650450091
152096,315000.0,2023,4,2023-04-01,North,Yishun,2.0,8.0,38.0,94.5,0.15547936754044156,1.42145242328288,103.84332790779
152095,325000.0,2023,4,2023-04-01,North,Yishun,2.0,2.0,47.0,94.58333333333333,0.1560144180671621,1.4219769108036,103.843317344784
152094,760000.0,2023,4,2023-04-01,North,Woodlands,5.5,8.0,147.0,72.0,0.2261729760745359,1.44236928831697,103.79355116429
152093,955000.0,2023,4,2023-04-01,North,Woodlands,5.5,2.0,192.0,69.75,0.23272051815267436,1.44228123978512,103.78691557368
152092,848000.0,2023,4,2023-04-01,North,Woodlands,5.5,8.0,149.0,64.58333333333333,0.22955298060253582,1.43997024799197,103.787772119437
152091,801000.0,2023,4,2023-04-01,North,Woodlands,5.5,8.0,146.0,64.66666666666667,0.22955298060253582,1.43997024799197,103.787772119437
152090,920000.0,2023,4,2023-04-01,North,Woodlands,5.5,8.0,176.0,71.5,0.23129663170531312,1.42851420473475,103.774572425077
152089,760000.0,2023,4,2023-04-01,North,Woodlands,5.5,8.0,142.0,75.5,0.21214876044805164,1.43742721455349,103.802633306153
152088,740000.0,2023,4,2023-04-01,North,Woodlands,5.5,5.0,143.0,75.83333333333333,0.2142045494841318,1.44135791662657,103.80450821919
152087,728888.0,2023,4,2023-04-01,North,Woodlands,5.5,5.0,144.0,73.5,0.21743862229055622,1.443718029954,103.803634259711
152086,760000.0,2023,4,2023-04-01,North,Woodlands,5.5,8.0,145.0,75.91666666666667,0.2130911169806875,1.43953354132813,103.803797276395
152085,782000.0,2023,4,2023-04-01,North,Woodlands,5.5,8.0,140.0,72.58333333333333,0.22435434111995445,1.4368443229914,103.789844833919
152084,770000.0,2023,4,2023-04-01,North,Woodlands,5.5,8.0,147.0,75.0,0.22100171584132666,1.43469554286276,103.791048679069
152083,735000.0,2023,4,2023-04-01,North,Woodlands,5.5,2.0,147.0,72.5,0.22584380954536054,1.4337340406348,103.785245083137
152082,878000.0,2023,4,2023-04-01,North,Woodlands,5.5,8.0,173.0,71.0,0.23588247188147204,1.43745488266891,103.778927262835
152081,850000.0,2023,4,2023-04-01,North,Woodlands,5.5,2.0,166.0,71.0,0.23586040758889304,1.43882853194834,103.780322976407
152080,838000.0,2023,4,2023-04-01,North,Woodlands,5.5,2.0,173.0,71.08333333333333,0.23765135289044537,1.43736870010289,103.77707219926
152079,575888.0,2023,4,2023-04-01,North,Woodlands,5.0,8.0,124.0,72.33333333333333,0.2283457083604159,1.44272213958686,103.791731283274
152078,575000.0,2023,4,2023-04-01,North,Woodlands,5.0,11.0,121.0,72.91666666666667,0.2304718024156851,1.42711319460913,103.773996244241
152077,619800.0,2023,4,2023-04-01,North,Woodlands,5.0,11.0,136.0,71.83333333333333,0.23187331281344536,1.42790632290388,103.773387862138
152076,560000.0,2023,4,2023-04-01,North,Woodlands,5.0,5.0,121.0,73.0,0.2304718024156851,1.42711319460913,103.773996244241
152075,555000.0,2023,4,2023-04-01,North,Woodlands,5.0,11.0,122.0,68.91666666666667,0.22897246422871964,1.43207266699216,103.780455054811
152074,638000.0,2023,4,2023-04-01,North,Woodlands,5.0,5.0,137.0,69.83333333333333,0.23419192898810626,1.43332338026154,103.776486303321
152073,608888.0,2023,4,2023-04-01,North,Woodlands,5.0,8.0,113.0,94.33333333333333,0.2174128515220013,1.44591953745344,103.805861537979
152072,650000.0,2023,4,2023-04-01,North,Woodlands,5.0,11.0,113.0,94.25,0.2174128515220013,1.44591953745344,103.805861537979
152071,608000.0,2023,4,2023-04-01,North,Woodlands,5.0,5.0,113.0,94.33333333333333,0.21753481445620082,1.44532736724064,103.805147404832
152070,670000.0,2023,4,2023-04-01,North,Woodlands,5.0,17.0,113.0,94.33333333333333,0.22035743816278575,1.44660763241222,103.803605046297
152069,675888.0,2023,4,2023-04-01,North,Woodlands,5.0,14.0,113.0,94.33333333333333,0.21734526038419388,1.44558289750663,103.80559248917
152068,605000.0,2023,4,2023-04-01,North,Woodlands,5.0,11.0,122.0,73.91666666666667,0.21651132222933733,1.43741404509878,103.798257574917
152067,625000.0,2023,4,2023-04-01,North,Woodlands,5.0,8.0,121.0,75.25,0.2130462456331812,1.43807796920962,103.802386575624
152066,520000.0,2023,4,2023-04-01,North,Woodlands,5.0,2.0,122.0,74.58333333333333,0.2108654966291006,1.43412770626454,103.800617061683
152065,550000.0,2023,4,2023-04-01,North,Woodlands,5.0,8.0,110.0,79.83333333333333,0.21216226360827561,1.44357856654871,103.808771154988
152064,515000.0,2023,4,2023-04-01,North,Woodlands,5.0,2.0,110.0,79.91666666666667,0.21376080431642785,1.44481204614487,103.808406093876
152063,555000.0,2023,4,2023-04-01,North,Woodlands,5.0,11.0,114.0,78.83333333333333,0.21387089138823323,1.44213596324067,103.8056199239
152062,623000.0,2023,4,2023-04-01,North,Woodlands,5.0,2.0,113.0,94.16666666666667,0.21099802985581606,1.44030360618925,103.806660428381
152061,670000.0,2023,4,2023-04-01,North,Woodlands,5.0,8.0,113.0,94.16666666666667,0.21118342446869387,1.43951622531014,103.805687652889
152060,588000.0,2023,4,2023-04-01,North,Woodlands,5.0,11.0,118.0,72.66666666666667,0.22149759497837418,1.44195475589682,103.797812012966
152059,696000.0,2023,4,2023-04-01,North,Woodlands,5.0,11.0,113.0,94.41666666666667,0.21151738415728283,1.43913929900172,103.804976766892
152058,710000.0,2023,4,2023-04-01,North,Woodlands,5.0,8.0,113.0,94.5,0.21151738415728283,1.43913929900172,103.804976766892
152057,610000.0,2023,4,2023-04-01,North,Woodlands,5.0,5.0,120.0,75.91666666666667,0.21438880661934312,1.44031862988978,103.803284675318
152056,560000.0,2023,4,2023-04-01,North,Woodlands,5.0,2.0,121.0,74.16666666666667,0.21338672512938417,1.43411191997483,103.798080046893
152055,580000.0,2023,4,2023-04-01,North,Woodlands,5.0,8.0,123.0,72.75,0.22041902497536503,1.43566901015181,103.792604837224
152054,565000.0,2023,4,2023-04-01,North,Woodlands,5.0,5.0,118.0,73.33333333333333,0.21728747869342557,1.43514317476086,103.795210548115
152053,570000.0,2023,4,2023-04-01,North,Woodlands,5.0,5.0,121.0,72.58333333333333,0.22472731542784818,1.43791227793029,103.79053981455
