_id,town,flat_type,flat_model,floor_area_sqm,street_name,resale_price,month,remaining_lease,lease_commence_date,storey_range,block,rooms,avg_storey,timeseries_month,year,original_street_name,region,position
143952,Bedok,3 Room,Improved,73.0,Chai Chee Avenue,390000.0,4,59.083333333333336,1983,07 To 09,37,3.0,8.0,2023-04-01,2023,Chai Chee Ave,East,"1.32544200357037,103.926207634232 461037"
143956,Bedok,3 Room,Model A,74.0,Chai Chee Drive,360000.0,4,60.083333333333336,1984,07 To 09,55,3.0,8.0,2023-04-01,2023,Chai Chee Dr,East,"1.32684846948333,103.919015573079 460055"
143966,Bedok,3 Room,Model A,76.0,Chai Chee Road,382000.0,4,59.833333333333336,1984,04 To 06,59,3.0,5.0,2023-04-01,2023,Chai Chee Rd,East,"1.32488916288351,103.920246728829 460059"
143967,Bedok,3 Room,Model A,68.0,Chai Chee Road,440000.0,4,92.66666666666667,2016,01 To 03,808B,3.0,2.0,2023-04-01,2023,Chai Chee Rd,East,"1.32747242201869,103.923868263972 462808"
143976,Bedok,3 Room,New Generation,82.0,Chai Chee Street,420000.0,4,57.166666666666664,1981,01 To 03,54,3.0,2.0,2023-04-01,2023,Chai Chee St,East,"1.32947840879761,103.921105111921 460054"
143977,Bedok,3 Room,New Generation,68.0,Chai Chee Street,350000.0,4,56.083333333333336,1980,10 To 12,45,3.0,11.0,2023-04-01,2023,Chai Chee St,East,"1.32861957588571,103.924497070108 461045"
143978,Bedok,3 Room,New Generation,68.0,Chai Chee Street,328000.0,4,56.083333333333336,1980,04 To 06,45,3.0,5.0,2023-04-01,2023,Chai Chee St,East,"1.32861957588571,103.924497070108 461045"
143979,Bedok,3 Room,New Generation,68.0,Chai Chee Street,351000.0,4,57.083333333333336,1981,10 To 12,54,3.0,11.0,2023-04-01,2023,Chai Chee St,East,"1.32947840879761,103.921105111921 460054"
144001,Bedok,4 Room,Model A,87.0,Bedok Ctrl,792000.0,4,86.08333333333333,2010,10 To 12,220C,4.0,11.0,2023-04-01,2023,Bedok Ctrl,East,"1.32553175509019,103.933854539923 463220"
144002,Bedok,4 Room,Model A,87.0,Bedok Ctrl,825000.0,4,86.08333333333333,2010,10 To 12,221A,4.0,11.0,2023-04-01,2023,Bedok Ctrl,East,"1.32520371636649,103.934772217554 461221"
144003,Bedok,4 Room,New Generation,92.0,Bedok North Avenue 1,465000.0,4,55.333333333333336,1979,07 To 09,519,4.0,8.0,2023-04-01,2023,Bedok Nth Ave 1,East,"1.33087614142097,103.928059854349 460519"
144004,Bedok,4 Room,New Generation,93.0,Bedok North Avenue 1,501888.0,4,60.5,1984,04 To 06,549,4.0,5.0,2023-04-01,2023,Bedok Nth Ave 1,East,"1.33173091993805,103.926915480721 460549"
144015,Bedok,4 Room,New Generation,92.0,Bedok North Avenue 3,488000.0,4,54.083333333333336,1978,13 To 15,133,4.0,14.0,2023-04-01,2023,Bedok Nth Ave 3,East,"1.32754842669276,103.935739668534 460133"
144036,Bedok,4 Room,New Generation,92.0,Bedok North Road,495000.0,4,54.25,1978,10 To 12,82,4.0,11.0,2023-04-01,2023,Bedok Nth Rd,East,"1.32953680475668,103.940406562732 460082"
144037,Bedok,4 Room,New Generation,92.0,Bedok North Road,474500.0,4,54.0,1978,07 To 09,119,4.0,8.0,2023-04-01,2023,Bedok Nth Rd,East,"1.33018552011132,103.938716613648 460119"
144038,Bedok,4 Room,Model A,85.0,Bedok North Road,685000.0,4,81.66666666666667,2005,19 To 21,185,4.0,20.0,2023-04-01,2023,Bedok Nth Rd,East,"1.32623725322603,103.940827550178 460185"
144039,Bedok,4 Room,New Generation,92.0,Bedok North Road,430000.0,4,53.916666666666664,1978,04 To 06,119,4.0,5.0,2023-04-01,2023,Bedok Nth Rd,East,"1.33018552011132,103.938716613648 460119"
144057,Bedok,4 Room,New Generation,92.0,Bedok North Street 3,475000.0,4,55.333333333333336,1979,04 To 06,524,4.0,5.0,2023-04-01,2023,Bedok Nth St 3,East,"1.33484035279202,103.930637846839 460524"
144058,Bedok,4 Room,New Generation,95.0,Bedok North Street 3,438000.0,4,55.75,1980,04 To 06,536,4.0,5.0,2023-04-01,2023,Bedok Nth St 3,East,"1.3335411894605,103.923190774432 460536"
144059,Bedok,4 Room,New Generation,92.0,Bedok North Street 3,402000.0,4,55.25,1979,01 To 03,524,4.0,2.0,2023-04-01,2023,Bedok Nth St 3,East,"1.33484035279202,103.930637846839 460524"
144074,Bedok,4 Room,Model A,93.0,Bedok North Street 4,700000.0,4,94.75,2018,01 To 03,187A,4.0,2.0,2023-04-01,2023,Bedok Nth St 4,East,"1.33087094745916,103.940210775064 461187"
144075,Bedok,4 Room,Model A,93.0,Bedok North Street 4,760000.0,4,94.75,2018,04 To 06,186B,4.0,5.0,2023-04-01,2023,Bedok Nth St 4,East,"1.33003736213542,103.940842245677 462186"
144076,Bedok,4 Room,Model A,93.0,Bedok North Street 4,710000.0,4,94.75,2018,04 To 06,187A,4.0,5.0,2023-04-01,2023,Bedok Nth St 4,East,"1.33087094745916,103.940210775064 461187"
144077,Bedok,4 Room,Model A,93.0,Bedok North Street 4,780000.0,4,94.75,2018,10 To 12,187B,4.0,11.0,2023-04-01,2023,Bedok Nth St 4,East,"1.3304987981324,103.939995686405 462187"
144078,Bedok,4 Room,Model A,93.0,Bedok North Street 4,768888.0,4,94.75,2018,07 To 09,187B,4.0,8.0,2023-04-01,2023,Bedok Nth St 4,East,"1.3304987981324,103.939995686405 462187"
144079,Bedok,4 Room,Model A,93.0,Bedok North Street 4,750000.0,4,94.66666666666667,2018,04 To 06,186A,4.0,5.0,2023-04-01,2023,Bedok Nth St 4,East,"1.32991427421905,103.940310513079 461186"
144080,Bedok,4 Room,Model A,93.0,Bedok North Street 4,828000.0,4,94.66666666666667,2018,07 To 09,187B,4.0,8.0,2023-04-01,2023,Bedok Nth St 4,East,"1.3304987981324,103.939995686405 462187"
144081,Bedok,4 Room,Model A,93.0,Bedok North Street 4,795000.0,4,94.66666666666667,2018,10 To 12,186A,4.0,11.0,2023-04-01,2023,Bedok Nth St 4,East,"1.32991427421905,103.940310513079 461186"
144082,Bedok,4 Room,Model A,93.0,Bedok North Street 4,786000.0,4,94.66666666666667,2018,07 To 09,187A,4.0,8.0,2023-04-01,2023,Bedok Nth St 4,East,"1.33087094745916,103.940210775064 461187"
144083,Bedok,4 Room,Model A,93.0,Bedok North Street 4,711000.0,4,94.66666666666667,2018,04 To 06,186A,4.0,5.0,2023-04-01,2023,Bedok Nth St 4,East,"1.32991427421905,103.940310513079 461186"
144111,Bedok,4 Room,Simplified,88.0,Bedok Reservoir Road,488000.0,4,64.33333333333333,1988,10 To 12,150,4.0,11.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33615375353551,103.912672307759 470150"
144112,Bedok,4 Room,New Generation,102.0,Bedok Reservoir Road,455000.0,4,57.333333333333336,1981,04 To 06,704,4.0,5.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33635490577951,103.920203566512 470704"
144113,Bedok,4 Room,Simplified,84.0,Bedok Reservoir Road,520000.0,4,62.5,1986,10 To 12,140,4.0,11.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33488991400405,103.913386186589 470140"
144114,Bedok,4 Room,New Generation,96.0,Bedok Reservoir Road,490000.0,4,61.25,1985,04 To 06,113,4.0,5.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.3299667100249,103.910782526741 470113"
144115,Bedok,4 Room,Simplified,84.0,Bedok Reservoir Road,470888.0,4,63.083333333333336,1987,07 To 09,149,4.0,8.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33576929801793,103.912779600202 470149"
144116,Bedok,4 Room,New Generation,91.0,Bedok Reservoir Road,456500.0,4,56.916666666666664,1981,04 To 06,626,4.0,5.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33436836445678,103.915682191976 470626"
144126,Bedok,4 Room,Premium Apartment,105.0,Bedok Reservoir View,663000.0,4,76.66666666666667,2000,13 To 15,774,4.0,14.0,2023-04-01,2023,Bedok Reservoir View,East,"1.3365822191075,103.93670727972 470774"
144134,Bedok,4 Room,Improved,82.0,Bedok South Avenue 2,416000.0,4,51.833333333333336,1976,13 To 15,8,4.0,14.0,2023-04-01,2023,Bedok Sth Ave 2,East,"1.32284176978435,103.936046815062 460008"
144135,Bedok,4 Room,Improved,90.0,Bedok South Avenue 2,456000.0,4,53.416666666666664,1977,10 To 12,35,4.0,11.0,2023-04-01,2023,Bedok Sth Ave 2,East,"1.32233220742919,103.939766219283 460035"
144138,Bedok,4 Room,Model A,104.0,Bedok South Avenue 3,672000.0,4,61.0,1985,07 To 09,157,4.0,8.0,2023-04-01,2023,Bedok Sth Ave 3,East,"1.31873607930176,103.945715581305 460157"
144139,Bedok,4 Room,Simplified,83.0,Bedok South Avenue 3,465000.0,4,60.916666666666664,1985,04 To 06,169,4.0,5.0,2023-04-01,2023,Bedok Sth Ave 3,East,"1.32038884581716,103.945093904498 460169"
144150,Bedok,4 Room,Improved,84.0,Bedok South Road,435000.0,4,53.5,1977,10 To 12,41,4.0,11.0,2023-04-01,2023,Bedok Sth Rd,East,"1.32105071817917,103.94080318215 460041"
144151,Bedok,4 Room,Improved,84.0,Bedok South Road,490000.0,4,53.416666666666664,1977,13 To 15,42,4.0,14.0,2023-04-01,2023,Bedok Sth Rd,East,"1.32147847826862,103.940721046918 460042"
144157,Bedok,4 Room,Model A,96.0,Chai Chee Road,550000.0,4,76.91666666666667,2001,01 To 03,10,4.0,2.0,2023-04-01,2023,Chai Chee Rd,East,"1.32727572366021,103.924803599281 467010"
144158,Bedok,4 Room,Model A,88.0,Chai Chee Road,628000.0,4,92.66666666666667,2016,01 To 03,808C,4.0,2.0,2023-04-01,2023,Chai Chee Rd,East,"1.32789302968468,103.923874941007 463808"
144159,Bedok,4 Room,Model A,93.0,Chai Chee Road,620000.0,4,92.58333333333333,2016,01 To 03,808A,4.0,2.0,2023-04-01,2023,Chai Chee Rd,East,"1.3268704456533,103.923848194061 461808"
144160,Bedok,4 Room,Model A,103.0,Chai Chee Road,483888.0,4,59.5,1983,04 To 06,62,4.0,5.0,2023-04-01,2023,Chai Chee Rd,East,"1.32541587745253,103.921251264514 460062"
144161,Bedok,4 Room,Model A,105.0,Chai Chee Road,525000.0,4,59.75,1984,10 To 12,59,4.0,11.0,2023-04-01,2023,Chai Chee Rd,East,"1.32488916288351,103.920246728829 460059"
144162,Bedok,4 Room,Model A,93.0,Chai Chee Road,655000.0,4,92.58333333333333,2016,01 To 03,807C,4.0,2.0,2023-04-01,2023,Chai Chee Rd,East,"1.3279979407231,103.92324860169 463807"
144168,Bedok,4 Room,Model A,108.0,Jln Tenaga,700000.0,4,72.5,1996,07 To 09,651,4.0,8.0,2023-04-01,2023,Jln Tenaga,East,"1.3321924321125,103.907363528438 410651"
144174,Bedok,4 Room,Improved,84.0,New Upp Changi Road,440000.0,4,53.416666666666664,1977,13 To 15,52,4.0,14.0,2023-04-01,2023,New Upp Changi Rd,East,"1.32390387200176,103.942511366491 461052"
144183,Bedok,5 Room,Standard,117.0,Bedok North Street 2,615000.0,4,53.916666666666664,1978,19 To 21,120,5.0,20.0,2023-04-01,2023,Bedok Nth St 2,East,"1.32997311186222,103.9375717024 460120"
144185,Bedok,5 Room,Improved,113.0,Bedok North Street 4,870000.0,4,94.75,2018,13 To 15,187A,5.0,14.0,2023-04-01,2023,Bedok Nth St 4,East,"1.33087094745916,103.940210775064 461187"
144186,Bedok,5 Room,Improved,113.0,Bedok North Street 4,938000.0,4,94.66666666666667,2018,16 To 18,187B,5.0,17.0,2023-04-01,2023,Bedok Nth St 4,East,"1.3304987981324,103.939995686405 462187"
144208,Bedok,5 Room,Improved,121.0,Bedok Reservoir Road,582000.0,4,58.166666666666664,1982,07 To 09,605,5.0,8.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33023693207314,103.913508109392 470605"
144209,Bedok,5 Room,Improved,123.0,Bedok Reservoir Road,595000.0,4,58.166666666666664,1982,10 To 12,604,5.0,11.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33079235635694,103.913183390283 470604"
144210,Bedok,5 Room,Improved,121.0,Bedok Reservoir Road,595000.0,4,56.666666666666664,1980,07 To 09,710,5.0,8.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.3355737307958,103.923820023145 470710"
144211,Bedok,5 Room,Model A-Maisonette,139.0,Bedok Reservoir Road,903000.0,4,60.333333333333336,1984,01 To 03,722,5.0,2.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33663699329345,103.928207774481 470722"
144212,Bedok,5 Room,Improved,121.0,Bedok Reservoir Road,585000.0,4,58.833333333333336,1983,01 To 03,607,5.0,2.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33108483907724,103.912899551537 470607"
144213,Bedok,5 Room,Model A-Maisonette,139.0,Bedok Reservoir Road,818000.0,4,60.25,1984,04 To 06,722,5.0,5.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33663699329345,103.928207774481 470722"
144219,Bedok,5 Room,Premium Apartment,115.0,Bedok Reservoir View,780000.0,4,76.75,2000,10 To 12,763,5.0,11.0,2023-04-01,2023,Bedok Reservoir View,East,"1.33607209475067,103.934830606324 470763"
144227,Bedok,5 Room,Improved,120.0,Chai Chee Road,900000.0,4,76.83333333333333,2001,07 To 09,11,5.0,8.0,2023-04-01,2023,Chai Chee Rd,East,"1.32691137466792,103.924883893296 460011"
144232,Bedok,5 Room,Model A,133.0,Jln Damai,730000.0,4,72.33333333333333,1996,01 To 03,671,5.0,2.0,2023-04-01,2023,Jln Damai,East,"1.3324534270998,103.908872213028 410671"
144237,Bedok,5 Room,Improved,127.0,Jln Tenaga,800000.0,4,72.58333333333333,1996,10 To 12,653,5.0,11.0,2023-04-01,2023,Jln Tenaga,East,"1.33289023437904,103.907466873855 410653"
144243,Bedok,Executive,Apartment,143.0,Bedok North Avenue 4,845000.0,4,69.08333333333333,1993,01 To 03,94C,4.5,2.0,2023-04-01,2023,Bedok Nth Ave 4,East,"1.33361429610515,103.942628254514 462094"
144257,Bedok,Executive,Apartment,144.0,Bedok Reservoir Road,850000.0,4,69.08333333333333,1993,04 To 06,644,4.5,5.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33069532832257,103.90562160069 410644"
144258,Bedok,Executive,Maisonette,148.0,Bedok Reservoir Road,895888.0,4,59.75,1984,10 To 12,719,4.5,11.0,2023-04-01,2023,Bedok Reservoir Rd,East,"1.33641984694912,103.92483267275 470719"
144261,Bedok,Executive,Apartment,145.0,Chai Chee Avenue,968888.0,4,72.58333333333333,1996,10 To 12,29A,4.5,11.0,2023-04-01,2023,Chai Chee Ave,East,"1.3247011139095,103.923851959899 461029"
144262,Bedok,Executive,Maisonette,146.0,Chai Chee Avenue,1034000.0,4,72.5,1996,10 To 12,29A,4.5,11.0,2023-04-01,2023,Chai Chee Ave,East,"1.3247011139095,103.923851959899 461029"
144263,Bedok,Executive,Maisonette,145.0,Chai Chee Avenue,935000.0,4,72.5,1996,04 To 06,29A,4.5,5.0,2023-04-01,2023,Chai Chee Ave,East,"1.3247011139095,103.923851959899 461029"
144267,Bedok,Executive,Maisonette,146.0,Jln Damai,938000.0,4,72.5,1996,10 To 12,665,4.5,11.0,2023-04-01,2023,Jln Damai,East,"1.33413500454554,103.908129947077 410665"
144278,Bishan,3 Room,Simplified,64.0,Bishan Street 13,509000.0,4,63.75,1988,04 To 06,195,3.0,5.0,2023-04-01,2023,Bishan St 13,Central,"1.3483624977313,103.850897052933 570195"
144280,Bishan,3 Room,New Generation,67.0,Shunfu Road,511000.0,4,61.166666666666664,1985,01 To 03,313,3.0,2.0,2023-04-01,2023,Shunfu Rd,Central,"1.35147881263426,103.837185216121 570313"
144285,Bishan,3 Room,Simplified,64.0,Sin Ming Avenue,470000.0,4,62.333333333333336,1986,07 To 09,407,3.0,8.0,2023-04-01,2023,Sin Ming Ave,Central,"1.36345320627772,103.834214627275 570407"
144300,Bishan,4 Room,Simplified,84.0,Bishan Street 12,530000.0,4,61.666666666666664,1985,01 To 03,106,4.0,2.0,2023-04-01,2023,Bishan St 12,Central,"1.34610070068315,103.847847191353 570106"
144301,Bishan,4 Room,Model A,105.0,Bishan Street 12,760000.0,4,61.833333333333336,1986,04 To 06,123,4.0,5.0,2023-04-01,2023,Bishan St 12,Central,"1.34648720621029,103.850461077477 570123"
144302,Bishan,4 Room,Model A,104.0,Bishan Street 12,728000.0,4,61.583333333333336,1985,07 To 09,107,4.0,8.0,2023-04-01,2023,Bishan St 12,Central,"1.34641761420969,103.847920706844 570107"
144308,Bishan,4 Room,Simplified,84.0,Bishan Street 13,498000.0,4,63.583333333333336,1987,01 To 03,153,4.0,2.0,2023-04-01,2023,Bishan St 13,Central,"1.34608595890118,103.855078297214 570153"
144309,Bishan,4 Room,Simplified,83.0,Bishan Street 13,610000.0,4,63.5,1987,04 To 06,170,4.0,5.0,2023-04-01,2023,Bishan St 13,Central,"1.34642029733671,103.853592501555 570170"
144310,Bishan,4 Room,Simplified,84.0,Bishan Street 13,588000.0,4,63.75,1987,07 To 09,166,4.0,8.0,2023-04-01,2023,Bishan St 13,Central,"1.34886345078255,103.855225779214 570166"
144321,Bishan,4 Room,Model A,105.0,Bishan Street 22,810000.0,4,68.33333333333333,1992,19 To 21,254,4.0,20.0,2023-04-01,2023,Bishan St 22,Central,"1.36191567222016,103.842997156836 570254"
144322,Bishan,4 Room,Premium Apartment,102.0,Bishan Street 22,705000.0,4,74.16666666666667,1998,04 To 06,293,4.0,5.0,2023-04-01,2023,Bishan St 22,Central,"1.35630536317559,103.845909825153 570293"
144323,Bishan,4 Room,Model A,107.0,Bishan Street 22,688000.0,4,68.33333333333333,1992,13 To 15,262,4.0,14.0,2023-04-01,2023,Bishan St 22,Central,"1.3592501119015,103.842623959859 570262"
144324,Bishan,4 Room,Model A,103.0,Bishan Street 22,690000.0,4,68.33333333333333,1992,04 To 06,249,4.0,5.0,2023-04-01,2023,Bishan St 22,Central,"1.3612409106487,103.843772590269 570249"
144329,Bishan,4 Room,Model A,103.0,Bishan Street 23,630000.0,4,68.33333333333333,1992,04 To 06,220,4.0,5.0,2023-04-01,2023,Bishan St 23,Central,"1.35747696103365,103.84883618436 570220"
144330,Bishan,4 Room,Model A,103.0,Bishan Street 23,700000.0,4,68.08333333333333,1992,04 To 06,230,4.0,5.0,2023-04-01,2023,Bishan St 23,Central,"1.35794579979948,103.845493593648 570230"
144344,Bishan,4 Room,Dbss,95.0,Bishan Street 24,958000.0,4,87.5,2011,13 To 15,275A,4.0,14.0,2023-04-01,2023,Bishan St 24,Central,"1.35673539047075,103.843519752733 571275"
144345,Bishan,4 Room,Model A,103.0,Bishan Street 24,738000.0,4,68.33333333333333,1992,10 To 12,272,4.0,11.0,2023-04-01,2023,Bishan St 24,Central,"1.35616040837393,103.842970271005 570272"
144346,Bishan,4 Room,Dbss,95.0,Bishan Street 24,1088000.0,4,87.41666666666667,2011,34 To 36,273A,4.0,35.0,2023-04-01,2023,Bishan St 24,Central,"1.35636621091925,103.843933964667 571273"
144347,Bishan,4 Room,Model A,103.0,Bishan Street 24,732000.0,4,68.33333333333333,1992,10 To 12,272,4.0,11.0,2023-04-01,2023,Bishan St 24,Central,"1.35616040837393,103.842970271005 570272"
144354,Bishan,4 Room,Improved,88.0,Sin Ming Road,438888.0,4,50.333333333333336,1974,10 To 12,25,4.0,11.0,2023-04-01,2023,Sin Ming Rd,Central,"1.35489092310003,103.838189857539 570025"
144358,Bishan,5 Room,Improved,121.0,Bishan Street 12,838000.0,4,63.25,1987,04 To 06,117,5.0,5.0,2023-04-01,2023,Bishan St 12,Central,"1.34701742106562,103.849986659939 570117"
144370,Bishan,5 Room,Improved,121.0,Bishan Street 13,785000.0,4,63.333333333333336,1987,04 To 06,177,5.0,5.0,2023-04-01,2023,Bishan St 13,Central,"1.3478462316134,103.853549587529 570177"
144371,Bishan,5 Room,Improved,121.0,Bishan Street 13,940000.0,4,62.833333333333336,1987,07 To 09,181,5.0,8.0,2023-04-01,2023,Bishan St 13,Central,"1.34913809640172,103.852878507674 570181"
144372,Bishan,5 Room,Improved,131.0,Bishan Street 13,960000.0,4,64.41666666666667,1988,16 To 18,165,5.0,17.0,2023-04-01,2023,Bishan St 13,Central,"1.3491982286049,103.856194448527 570165"
144373,Bishan,5 Room,Improved,121.0,Bishan Street 13,780000.0,4,63.916666666666664,1988,01 To 03,158,5.0,2.0,2023-04-01,2023,Bishan St 13,Central,"1.34653526211205,103.856208219158 570158"
144374,Bishan,5 Room,Improved,121.0,Bishan Street 22,900000.0,4,68.33333333333333,1992,04 To 06,241,5.0,5.0,2023-04-01,2023,Bishan St 22,Central,"1.36082968527378,103.84547335577 570241"
144387,Bishan,Executive,Maisonette,163.0,Bishan Street 12,1270000.0,4,63.166666666666664,1987,22 To 24,135,4.5,23.0,2023-04-01,2023,Bishan St 12,Central,"1.34456216829423,103.851287598109 570135"
144394,Bishan,Executive,Apartment,144.0,Bishan Street 22,1088000.0,4,68.41666666666667,1992,10 To 12,257,4.5,11.0,2023-04-01,2023,Bishan St 22,Central,"1.35971687105085,103.843103108262 570257"
144395,Bishan,Executive,Maisonette,147.0,Bishan Street 22,1100000.0,4,68.33333333333333,1992,10 To 12,245,4.5,11.0,2023-04-01,2023,Bishan St 22,Central,"1.36033727387085,103.843963448891 570245"
144396,Bishan,Executive,Apartment,144.0,Bishan Street 22,968000.0,4,68.33333333333333,1992,04 To 06,257,4.5,5.0,2023-04-01,2023,Bishan St 22,Central,"1.35971687105085,103.843103108262 570257"
144399,Bishan,Executive,Maisonette,149.0,Bishan Street 23,1050000.0,4,68.08333333333333,1992,04 To 06,212,4.5,5.0,2023-04-01,2023,Bishan St 23,Central,"1.35627246709414,103.848249854181 570212"
144400,Bishan,Executive,Maisonette,149.0,Bishan Street 23,1080000.0,4,67.91666666666667,1992,01 To 03,201,4.5,2.0,2023-04-01,2023,Bishan St 23,Central,"1.35506686853913,103.846946060532 570201"
144401,Bishan,Executive,Maisonette,149.0,Bishan Street 23,970000.0,4,67.91666666666667,1992,01 To 03,218,4.5,2.0,2023-04-01,2023,Bishan St 23,Central,"1.35686236850321,103.84972330006 570218"
144402,Bishan,Executive,Maisonette,149.0,Bishan Street 23,970000.0,4,67.91666666666667,1992,04 To 06,219,4.5,5.0,2023-04-01,2023,Bishan St 23,Central,"1.3573972751367,103.849430248207 570219"
144406,Bukit Batok,2 Room,Model A,47.0,Bt Batok East Avenue 6,340000.0,4,94.83333333333333,2019,04 To 06,292A,2.0,5.0,2023-04-01,2023,Bt Batok East Ave 6,West,"1.34472844593551,103.754607613565 651292"
144410,Bukit Batok,2 Room,Model A,38.0,Bt Batok West Avenue 6,320000.0,4,94.91666666666667,2019,10 To 12,450A,2.0,11.0,2023-04-01,2023,Bt Batok West Ave 6,West,"1.35279091158198,103.744536033565 651450"
144411,Bukit Batok,2 Room,2-Room,47.0,Bt Batok West Avenue 6,350000.0,4,94.91666666666667,2019,13 To 15,450A,2.0,14.0,2023-04-01,2023,Bt Batok West Ave 6,West,"1.35279091158198,103.744536033565 651450"
144412,Bukit Batok,2 Room,Model A,38.0,Bt Batok West Avenue 6,320000.0,4,94.91666666666667,2019,19 To 21,450A,2.0,20.0,2023-04-01,2023,Bt Batok West Ave 6,West,"1.35279091158198,103.744536033565 651450"
144413,Bukit Batok,2 Room,Model A,47.0,Bt Batok West Avenue 6,350000.0,4,94.91666666666667,2019,19 To 21,450A,2.0,20.0,2023-04-01,2023,Bt Batok West Ave 6,West,"1.35279091158198,103.744536033565 651450"
144418,Bukit Batok,2 Room,Model A,47.0,Bt Batok West Avenue 9,338000.0,4,94.91666666666667,2019,04 To 06,448C,2.0,5.0,2023-04-01,2023,Bt Batok West Ave 9,West,"1.35272258284343,103.741240002444 653448"
144430,Bukit Batok,3 Room,Simplified,64.0,Bt Batok East Avenue 4,333000.0,4,62.583333333333336,1986,04 To 06,269,3.0,5.0,2023-04-01,2023,Bt Batok East Ave 4,West,"1.3487578841922,103.759451695253 650269"
144431,Bukit Batok,3 Room,Model A,73.0,Bt Batok East Avenue 4,349000.0,4,61.166666666666664,1985,01 To 03,260,3.0,2.0,2023-04-01,2023,Bt Batok East Ave 4,West,"1.35091259231107,103.759021061327 650260"
144432,Bukit Batok,3 Room,Simplified,64.0,Bt Batok East Avenue 4,345000.0,4,62.75,1987,04 To 06,267,3.0,5.0,2023-04-01,2023,Bt Batok East Ave 4,West,"1.34880956575502,103.759892612835 650267"
144445,Bukit Batok,3 Room,Model A,73.0,Bt Batok East Avenue 5,388000.0,4,61.0,1985,10 To 12,249,3.0,11.0,2023-04-01,2023,Bt Batok East Ave 5,West,"1.35061655709758,103.756564159717 650249"
144446,Bukit Batok,3 Room,New Generation,67.0,Bt Batok East Avenue 5,362000.0,4,61.416666666666664,1985,10 To 12,241,3.0,11.0,2023-04-01,2023,Bt Batok East Ave 5,West,"1.3508952364452,103.75454446951 650241"
144453,Bukit Batok,3 Room,Model A,73.0,Bt Batok Street 11,370000.0,4,60.333333333333336,1984,01 To 03,161,3.0,2.0,2023-04-01,2023,Bt Batok St 11,West,"1.34846915807481,103.742050806952 650161"
144454,Bukit Batok,3 Room,New Generation,67.0,Bt Batok Street 11,365000.0,4,73.75,1998,01 To 03,150,3.0,2.0,2023-04-01,2023,Bt Batok St 11,West,"1.34878467496741,103.743672838723 650150"
144463,Bukit Batok,3 Room,Model A,73.0,Bt Batok Street 21,388000.0,4,59.416666666666664,1983,04 To 06,208,3.0,5.0,2023-04-01,2023,Bt Batok St 21,West,"1.34590310545134,103.748811814397 650208"
144464,Bukit Batok,3 Room,Model A,68.0,Bt Batok Street 21,470000.0,4,94.75,2019,04 To 06,293D,3.0,5.0,2023-04-01,2023,Bt Batok St 21,West,"1.34502077023724,103.755285866092 654293"
144466,Bukit Batok,3 Room,Premium Apartment,68.0,Bt Batok Street 22,500000.0,4,93.91666666666667,2018,28 To 30,296B,3.0,29.0,2023-04-01,2023,Bt Batok St 22,West,"1.34369381417078,103.747356802144 652296"
144467,Bukit Batok,3 Room,Premium Apartment,68.0,Bt Batok Street 22,490000.0,4,93.91666666666667,2018,10 To 12,296B,3.0,11.0,2023-04-01,2023,Bt Batok St 22,West,"1.34369381417078,103.747356802144 652296"
