_id,resale_price,year,month,timeseries_month,region,town,rooms,avg_storey,floor_area_sqm,remaining_lease,dist_to_marina_bay,latitude,longitude,nearest_station_0,dist_to_station0
152628,765000.0,2023,5,2023-05-01,Central,Bukit Merah,3.0,2.0,88.0,48.666666666666664,3.37,1.28407984956888,103.830525506982,Tiong Bahru MRT,0.41
152629,410888.0,2023,5,2023-05-01,Central,Bukit Merah,3.0,11.0,66.0,59.0,4.64,1.27580647025274,103.819844388996,HarbourFront MRT,1.17
152630,340000.0,2023,5,2023-05-01,Central,Bukit Merah,3.0,5.0,65.0,50.916666666666664,4.41,1.27805365232333,103.821504615515,HarbourFront MRT,1.4
152631,353000.0,2023,5,2023-05-01,Central,Bukit Merah,3.0,5.0,67.0,53.75,5.88,1.27395376732331,103.808817470502,Telok Blangah MRT,0.37
152632,297860.0,2023,5,2023-05-01,Central,Bukit Merah,3.0,2.0,65.0,51.75,5.71,1.27140883340015,103.810887524155,Telok Blangah MRT,0.15
152633,460000.0,2023,5,2023-05-01,Central,Bukit Merah,3.0,5.0,76.0,51.666666666666664,5.71,1.27140883340015,103.810887524155,Telok Blangah MRT,0.15
152634,450000.0,2023,5,2023-05-01,Central,Bukit Merah,3.0,5.0,76.0,51.75,5.78,1.27204427103763,103.810096953624,Telok Blangah MRT,0.15
152635,595000.0,2023,5,2023-05-01,Central,Bukit Merah,3.0,14.0,68.0,93.08333333333333,5.56,1.27637530976147,103.81137191061,Telok Blangah MRT,0.65
152636,730000.0,2023,5,2023-05-01,Central,Bukit Merah,3.0,20.0,68.0,94.66666666666667,6.02,1.27532809461587,103.807323119129,Telok Blangah MRT,0.58
152637,880000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,8.0,100.0,76.75,3.1,1.28652962097246,103.833163087554,Tiong Bahru MRT,0.64
152638,755000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,2.0,91.0,81.5,3.35,1.28654599608856,103.83082447985,Tiong Bahru MRT,0.38
152639,850000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,2.0,91.0,81.41666666666667,3.42,1.2870169493471,103.830303346649,Tiong Bahru MRT,0.33
152640,650000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,11.0,104.0,60.333333333333336,4.09,1.27392939929265,103.825310761145,Keppel MRT,0.7
152641,830000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,2.0,90.0,78.75,2.56,1.27383556871582,103.839844255368,Outram Park MRT,0.65
152642,850000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,8.0,90.0,78.58333333333333,2.57,1.275801012778,103.839032638772,Outram Park MRT,0.44
152643,780000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,11.0,92.0,93.58333333333333,5.5,1.28107116546835,103.811405730352,Telok Blangah MRT,1.16
152644,750000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,2.0,92.0,93.58333333333333,5.74,1.28142824815036,103.809242812919,Telok Blangah MRT,1.19
152645,658000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,8.0,90.0,81.83333333333333,5.72,1.28095771309777,103.809440153696,Telok Blangah MRT,1.13
152646,818000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,11.0,92.0,93.58333333333333,5.5,1.28107116546835,103.811405730352,Telok Blangah MRT,1.16
152647,765000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,8.0,92.0,93.58333333333333,5.5,1.28107116546835,103.811405730352,Telok Blangah MRT,1.16
152648,467000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,8.0,74.0,46.333333333333336,4.42,1.2893692748935,103.821538089569,Redhill MRT,0.53
152649,722000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,11.0,100.0,72.58333333333333,5.98,1.28771895880048,103.807280589371,Queenstown MRT,0.77
152650,750000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,8.0,106.0,72.58333333333333,5.98,1.28771895880048,103.807280589371,Queenstown MRT,0.77
152651,880888.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,17.0,90.0,79.33333333333333,3.83,1.2848879468295,103.826444566955,Tiong Bahru MRT,0.17
152652,903000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,17.0,85.0,84.58333333333333,4.04,1.2822186913861,103.824536254761,Tiong Bahru MRT,0.54
152653,800000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,17.0,99.0,73.16666666666667,5.62,1.28863289349484,103.810534586582,Redhill MRT,0.7
152654,930000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,20.0,93.0,88.83333333333333,3.48,1.28196243466081,103.829559141133,Tiong Bahru MRT,0.51
152655,680000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,11.0,86.0,77.75,3.58,1.28031242686461,103.828822266209,Tiong Bahru MRT,0.66
152656,548000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,11.0,88.0,51.666666666666664,3.57,1.2811530312289,103.828856188305,Tiong Bahru MRT,0.57
152657,588000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,5.0,103.0,62.25,5.56,1.28727739643389,103.810963565072,Redhill MRT,0.69
152837,525000.0,2023,5,2023-05-01,West,Choa Chu Kang,5.0,8.0,110.0,79.0,18.01,1.40368580815325,103.751581291592,Yew Tee MRT,0.82
152658,955000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,29.0,100.0,81.58333333333333,4.92,1.28793756967297,103.816790861272,Redhill MRT,0.19
152659,930000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,23.0,100.0,81.5,4.86,1.28838106670584,103.817391094217,Redhill MRT,0.16
152660,580000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,2.0,99.0,77.75,4.41,1.27738260692574,103.821603980031,HarbourFront MRT,1.33
152661,702888.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,11.0,90.0,79.0,5.87,1.27675646378157,103.808525245963,Telok Blangah MRT,0.68
152662,860000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,20.0,93.0,94.66666666666667,6.02,1.27666192078908,103.807127959576,Telok Blangah MRT,0.72
152663,875000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,14.0,93.0,94.66666666666667,5.95,1.27535722008159,103.807977257969,Telok Blangah MRT,0.55
152664,808000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,8.0,93.0,94.66666666666667,6.01,1.27587916988466,103.80732980539,Telok Blangah MRT,0.63
152665,907000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,17.0,93.0,94.66666666666667,6.04,1.27728367741324,103.806916176715,Labrador Park MRT,0.73
152666,930000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,17.0,93.0,94.58333333333333,6.04,1.27728367741324,103.806916176715,Labrador Park MRT,0.73
152667,945000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,29.0,93.0,94.58333333333333,6.01,1.27773457800288,103.807093263136,Telok Blangah MRT,0.83
152668,875000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,5.0,93.0,94.66666666666667,5.95,1.27535722008159,103.807977257969,Telok Blangah MRT,0.55
152669,455000.0,2023,5,2023-05-01,Central,Bukit Merah,4.0,5.0,82.0,52.0,4.47,1.27423633221398,103.82171468011,HarbourFront MRT,0.98
152670,1278000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,8.0,112.0,91.75,3.57,1.28681417822795,103.828928312802,Tiong Bahru MRT,0.18
152671,860000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,5.0,119.0,59.083333333333336,3.72,1.29164028211495,103.828371406698,Tiong Bahru MRT,0.62
152672,805000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,11.0,115.0,76.25,5.41,1.28045561330579,103.812317740785,Telok Blangah MRT,1.11
152673,800000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,2.0,116.0,81.75,5.83,1.28116510147179,103.808471760006,Telok Blangah MRT,1.17
152674,825000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,2.0,127.0,56.5,2.49,1.27668433818668,103.839459108754,Outram Park MRT,0.34
152675,708000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,14.0,117.0,57.583333333333336,3.49,1.27778523331688,103.830001495464,Keppel MRT,0.89
152676,980000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,14.0,110.0,78.66666666666667,3.88,1.28178928032033,103.825989640948,Tiong Bahru MRT,0.5
152677,1050888.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,8.0,113.0,88.75,3.44,1.28111980555052,103.829943174928,Tiong Bahru MRT,0.62
152678,870000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,11.0,110.0,77.75,3.62,1.28091756873327,103.828370313694,Tiong Bahru MRT,0.58
152679,860000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,5.0,115.0,76.75,4.96,1.2870165287153,103.816374778847,Redhill MRT,0.29
152680,898000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,2.0,115.0,81.58333333333333,4.98,1.2879638071767,103.816243088714,Redhill MRT,0.19
152681,850000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,20.0,119.0,77.75,4.4,1.27776786253278,103.821702419401,HarbourFront MRT,1.37
152682,808000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,8.0,119.0,75.5,4.5,1.27776030069589,103.820730062207,HarbourFront MRT,1.37
152683,790000.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,8.0,114.0,51.25,4.73,1.27669324661085,103.818866609662,HarbourFront MRT,1.28
152684,880888.0,2023,5,2023-05-01,Central,Bukit Merah,5.0,17.0,111.0,79.0,5.91,1.27686784151249,103.808148580097,Telok Blangah MRT,0.7
152685,383000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,5.0,73.0,64.08333333333333,14.57,1.37680420349222,103.768463736662,Bangkit LRT,0.59
152686,380000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,8.0,73.0,63.666666666666664,14.39,1.37621716161119,103.77012332087,Bangkit LRT,0.51
152687,371000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,5.0,73.0,64.41666666666667,14.46,1.37756663543382,103.770660551039,Bangkit LRT,0.35
152688,385000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,8.0,73.0,64.08333333333333,14.57,1.37680420349222,103.768463736662,Bangkit LRT,0.59
152689,373000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,5.0,73.0,63.916666666666664,14.03,1.37416504802935,103.772712312801,Bangkit LRT,0.65
152690,375000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,5.0,73.0,64.58333333333333,14.62,1.37637448213033,103.76732428038,Bukit Panjang MRT,0.71
152691,378888.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,8.0,73.0,64.5,14.7,1.37674574870271,103.766707623856,Bukit Panjang MRT,0.63
152692,427000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,11.0,73.0,65.25,14.34,1.37499058666436,103.769509869284,Bangkit LRT,0.66
152693,393000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,11.0,73.0,64.5,14.7,1.37674574870271,103.766707623856,Bukit Panjang MRT,0.63
152694,415000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,8.0,68.0,88.58333333333333,15.28,1.38804394182061,103.771067583616,Fajar LRT,0.38
152695,450000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,11.0,67.0,91.25,15.49,1.38853827277489,103.768773256544,Fajar LRT,0.5
152696,428000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,14.0,67.0,91.66666666666667,15.65,1.38911206246444,103.767301515652,Fajar LRT,0.64
152697,490000.0,2023,5,2023-05-01,West,Bukit Panjang,3.0,29.0,67.0,91.58333333333333,16.14,1.38691566473158,103.758538070592,Bukit Panjang MRT,0.94
153053,890888.0,2023,5,2023-05-01,North-East,Hougang,5.5,5.0,145.0,64.0,10.78,1.37583341032049,103.891885076183,Hougang MRT,0.51
152698,445000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,5.0,103.0,65.08333333333333,14.39,1.37995342761393,103.774058372456,Bangkit LRT,0.16
152699,480000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,8.0,104.0,64.66666666666667,15.13,1.38602501192541,103.770847695844,Fajar LRT,0.16
152700,475000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,11.0,90.0,77.66666666666667,15.55,1.38285734125021,103.762010135941,Bukit Panjang MRT,0.43
152701,395000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,5.0,84.0,63.833333333333336,14.53,1.37902490874965,103.771215066012,Bangkit LRT,0.19
152702,443000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,11.0,101.0,73.16666666666667,14.86,1.38417096583004,103.772386971275,Fajar LRT,0.17
152703,460000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,2.0,103.0,65.58333333333333,15.26,1.38671359425711,103.769773159389,Fajar LRT,0.27
152704,699000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,23.0,101.0,74.08333333333333,14.83,1.37685096970547,103.765123697174,Bukit Panjang MRT,0.46
152705,650000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,23.0,101.0,73.66666666666667,14.9,1.37896953663304,103.766375003722,Bukit Panjang MRT,0.54
152706,495000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,5.0,103.0,63.75,14.77,1.37910762831305,103.768153816778,Bangkit LRT,0.51
152707,690000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,8.0,101.0,73.66666666666667,14.89,1.37856275551968,103.766097785672,Bukit Panjang MRT,0.51
152708,460000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,8.0,93.0,74.08333333333333,15.31,1.38662703901062,103.76902161764,Fajar LRT,0.31
152709,440000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,2.0,101.0,73.83333333333333,15.25,1.38371721293326,103.766750828138,Fajar LRT,0.47
152710,470000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,8.0,91.0,74.16666666666667,15.4,1.38758897243491,103.768982952421,Fajar LRT,0.4
152711,478000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,8.0,101.0,74.0,15.38,1.38655566901666,103.767999747519,Fajar LRT,0.39
152712,536000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,20.0,101.0,75.08333333333333,15.52,1.38422183055836,103.763766919593,Bukit Panjang MRT,0.63
152713,500000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,5.0,103.0,74.58333333333333,15.6,1.38735710922594,103.765995049251,Fajar LRT,0.63
152714,510000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,8.0,100.0,74.16666666666667,15.4,1.38758897243491,103.768982952421,Fajar LRT,0.4
152715,666888.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,26.0,90.0,79.08333333333333,15.2,1.37984403992366,103.763409218035,Bukit Panjang MRT,0.23
152716,628000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,5.0,94.0,79.08333333333333,15.2,1.37984403992366,103.763409218035,Bukit Panjang MRT,0.23
152717,585000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,5.0,90.0,77.58333333333333,15.12,1.38023381201566,103.764815490957,Bukit Panjang MRT,0.39
152718,508000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,5.0,104.0,64.5,13.78,1.37317516532605,103.774810614456,Bangkit LRT,0.79
152719,400000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,5.0,84.0,64.58333333333333,15.08,1.38319686732574,103.76845411079,Fajar LRT,0.31
152720,450000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,2.0,104.0,64.66666666666667,14.98,1.3823035279606,103.768801155885,Fajar LRT,0.34
152721,560000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,11.0,93.0,88.58333333333333,15.28,1.38754537018879,103.770442353455,Fajar LRT,0.33
152722,520000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,8.0,92.0,91.66666666666667,15.65,1.38911206246444,103.767301515652,Fajar LRT,0.64
152723,460000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,11.0,90.0,78.0,15.17,1.3882916461168,103.772894835446,Fajar LRT,0.47
152724,555000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,8.0,92.0,91.16666666666667,15.45,1.38843774527561,103.769252590551,Fajar LRT,0.46
152725,458000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,8.0,90.0,78.16666666666667,15.09,1.38722762877204,103.772790109806,Fajar LRT,0.36
152726,555000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,14.0,92.0,91.58333333333333,16.21,1.38762470759976,103.758331445094,Bukit Panjang MRT,1.02
152727,560000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,17.0,92.0,91.5,16.12,1.38579809218637,103.757614659363,Bukit Panjang MRT,0.87
152728,568000.0,2023,5,2023-05-01,West,Bukit Panjang,4.0,17.0,92.0,91.5,16.13,1.38743454593269,103.759118571415,Bukit Panjang MRT,0.97
152729,590000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,11.0,122.0,65.33333333333333,15.11,1.38545924836708,103.77050511557,Fajar LRT,0.11
152730,660000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,5.0,122.0,75.16666666666667,15.4,1.38245153775755,103.763479158,Bukit Panjang MRT,0.44
152731,570000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,11.0,122.0,64.91666666666667,15.2,1.38664061678035,103.770534452658,Fajar LRT,0.23
152732,695000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,11.0,120.0,75.25,15.33,1.38159641650317,103.763496345482,Bukit Panjang MRT,0.36
152733,585000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,14.0,122.0,65.0,15.25,1.38683387310593,103.770094860892,Fajar LRT,0.27
152734,610000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,11.0,128.0,64.91666666666667,15.05,1.38394510110813,103.769613738594,Fajar LRT,0.16
152735,796000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,14.0,120.0,74.08333333333333,14.83,1.37685096970547,103.765123697174,Bukit Panjang MRT,0.46
152736,800000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,23.0,121.0,73.66666666666667,14.91,1.37944526563634,103.766667077399,Bukit Panjang MRT,0.57
152737,820000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,20.0,113.0,79.08333333333333,15.24,1.37996382610558,103.763048293444,Bukit Panjang MRT,0.2
152738,570000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,14.0,110.0,78.5,15.32,1.38945648052361,103.772225899084,Fajar LRT,0.56
152739,682800.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,17.0,112.0,91.5,16.21,1.38656225824527,103.757208072494,Bukit Panjang MRT,0.96
152740,642000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,20.0,110.0,80.5,16.02,1.38668548319749,103.759758915377,Bukit Panjang MRT,0.87
152741,558000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,5.0,110.0,77.41666666666667,15.77,1.38784692769514,103.764249296909,Fajar LRT,0.82
152742,560000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,2.0,110.0,80.41666666666667,16.02,1.38668548319749,103.759758915377,Bukit Panjang MRT,0.87
152743,610000.0,2023,5,2023-05-01,West,Bukit Panjang,5.0,14.0,110.0,80.58333333333333,15.89,1.38563406119189,103.760361050815,Bukit Panjang MRT,0.74
152744,852000.0,2023,5,2023-05-01,West,Bukit Panjang,5.5,5.0,146.0,63.916666666666664,14.38,1.37959332744982,103.773854600016,Bangkit LRT,0.14
152745,750000.0,2023,5,2023-05-01,West,Bukit Panjang,5.5,5.0,150.0,64.83333333333333,14.63,1.38014939686036,103.771126294353,Bangkit LRT,0.17
152746,830000.0,2023,5,2023-05-01,West,Bukit Panjang,5.5,5.0,146.0,64.25,14.74,1.37602076586396,103.765490044154,Bukit Panjang MRT,0.55
152747,810000.0,2023,5,2023-05-01,West,Bukit Panjang,5.5,11.0,145.0,73.83333333333333,15.31,1.3841841461098,103.766434636885,Fajar LRT,0.5
152748,895000.0,2023,5,2023-05-01,West,Bukit Panjang,5.5,8.0,126.0,79.0,15.27,1.37971095812868,103.762440084954,Bukit Panjang MRT,0.13
152749,605000.0,2023,5,2023-05-01,West,Bukit Panjang,5.5,5.0,125.0,78.41666666666667,15.3,1.38965198363957,103.772710941574,Fajar LRT,0.6
152750,615000.0,2023,5,2023-05-01,West,Bukit Panjang,5.5,11.0,128.0,78.5,15.25,1.38840059034957,103.771882173939,Fajar LRT,0.44
152751,720000.0,2023,5,2023-05-01,West,Bukit Panjang,5.5,8.0,130.0,77.41666666666667,15.72,1.38727989981171,103.764301084381,Fajar LRT,0.79
152752,570000.0,2023,5,2023-05-01,Central,Bukit Timah,3.0,5.0,76.0,50.0,6.96,1.31731971359864,103.808057181184,Botanic Gardens MRT,0.99
152753,450000.0,2023,5,2023-05-01,Central,Bukit Timah,3.0,11.0,74.0,50.0,7.05,1.31883225284458,103.808061967625,Botanic Gardens MRT,0.9
152754,485000.0,2023,5,2023-05-01,Central,Bukit Timah,3.0,11.0,73.0,49.916666666666664,7.05,1.31883225284458,103.808061967625,Botanic Gardens MRT,0.9
152755,1210000.0,2023,5,2023-05-01,Central,Bukit Timah,5.5,5.0,142.0,65.33333333333333,11.25,1.33737314445096,103.775043151688,Beauty World MRT,0.43
152756,400000.0,2023,5,2023-05-01,Central,Central Area,3.0,8.0,65.0,53.5,2.5,1.30581076021463,103.857479607569,Jalan Besar MRT,0.25
152757,358000.0,2023,5,2023-05-01,Central,Central Area,3.0,5.0,58.0,49.75,2.48,1.30346096156272,103.850709313633,Rochor MRT,0.23
152758,540000.0,2023,5,2023-05-01,Central,Central Area,4.0,2.0,91.0,58.083333333333336,2.7,1.30568031708633,103.850857724971,Little India MRT,0.18
152759,566000.0,2023,5,2023-05-01,Central,Central Area,4.0,17.0,82.0,58.0,2.79,1.30624722914968,103.849956033902,Little India MRT,0.07
152760,1218000.0,2023,5,2023-05-01,Central,Central Area,4.0,32.0,94.0,86.75,2.29,1.27784271048219,103.840965923691,Outram Park MRT,0.26
152761,1270000.0,2023,5,2023-05-01,Central,Central Area,4.0,44.0,93.0,86.75,2.31,1.27662168290503,103.841156133831,Tanjong Pagar MRT,0.51
152762,1238000.0,2023,5,2023-05-01,Central,Central Area,4.0,26.0,94.0,86.66666666666667,2.31,1.27662168290503,103.841156133831,Tanjong Pagar MRT,0.51
152763,505000.0,2023,5,2023-05-01,Central,Central Area,4.0,14.0,77.0,50.166666666666664,2.2,1.28762316970348,103.841462885627,Clarke Quay MRT,0.57
152764,715000.0,2023,5,2023-05-01,Central,Central Area,4.0,11.0,111.0,59.666666666666664,2.73,1.30778051437061,103.856495249944,Jalan Besar MRT,0.32
152765,745000.0,2023,5,2023-05-01,Central,Central Area,4.0,26.0,83.0,56.083333333333336,2.11,1.27727257328258,103.842917174799,Tanjong Pagar MRT,0.32
152766,320000.0,2023,5,2023-05-01,West,Choa Chu Kang,2.0,17.0,47.0,90.83333333333333,16.26,1.38315989308266,103.753400918803,Choa Chu Kang MRT,1.03
152767,443000.0,2023,5,2023-05-01,West,Choa Chu Kang,3.0,8.0,67.0,93.41666666666667,16.27,1.37762936263123,103.748488766609,Choa Chu Kang MRT,0.97
152768,403000.0,2023,5,2023-05-01,West,Choa Chu Kang,3.0,2.0,67.0,90.75,17.72,1.39371762095466,103.745303811777,Yew Tee MRT,0.48
152769,410000.0,2023,5,2023-05-01,West,Choa Chu Kang,3.0,8.0,67.0,93.83333333333333,16.49,1.37451584184376,103.74347432386,Choa Chu Kang MRT,1.2
152770,385000.0,2023,5,2023-05-01,West,Choa Chu Kang,3.0,8.0,74.0,59.916666666666664,16.17,1.38211439144289,103.75356509712,Bukit Panjang MRT,0.95
152771,370000.0,2023,5,2023-05-01,West,Choa Chu Kang,3.0,2.0,74.0,60.25,16.22,1.38193929484651,103.752806721707,Bukit Panjang MRT,1.02
152772,568888.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,17.0,92.0,93.0,16.34,1.37559249810909,103.7460213304,Choa Chu Kang MRT,1.1
152773,480000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,2.0,92.0,93.0,16.38,1.37476188616122,103.744965122728,Choa Chu Kang MRT,1.17
152774,500000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,5.0,92.0,93.0,16.34,1.37488445323866,103.745409019573,Choa Chu Kang MRT,1.16
152775,480000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,17.0,102.0,75.25,16.77,1.37810720091878,103.743046311747,Choa Chu Kang MRT,0.82
152776,470000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,5.0,104.0,70.58333333333333,16.6,1.37803539434682,103.745020692529,Choa Chu Kang MRT,0.81
152777,488000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,8.0,108.0,70.58333333333333,16.65,1.37829226381639,103.744574238625,Choa Chu Kang MRT,0.78
152778,483000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,11.0,104.0,69.16666666666667,17.17,1.37969264223731,103.739760661718,Choa Chu Kang MRT,0.81
152779,530000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,14.0,104.0,68.25,17.24,1.38225681754484,103.740957419462,Choa Chu Kang MRT,0.51
152780,478000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,5.0,104.0,68.25,17.3,1.38121893045435,103.739482403988,Choa Chu Kang MRT,0.71
152781,447500.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,2.0,90.0,72.91666666666667,17.43,1.38093969896375,103.737733890511,Choa Chu Kang MRT,0.89
152782,490000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,8.0,104.0,68.25,17.3,1.38121893045435,103.739482403988,Choa Chu Kang MRT,0.71
152783,482000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,14.0,104.0,75.91666666666667,17.38,1.37717864078464,103.735454175075,Choa Chu Kang MRT,1.34
152784,491888.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,5.0,100.0,73.08333333333333,17.43,1.38063153989996,103.737541420963,Choa Chu Kang MRT,0.92
152785,490000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,11.0,101.0,75.08333333333333,17.18,1.37647655750003,103.737135255628,Choa Chu Kang MRT,1.27
152786,539888.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,8.0,93.0,92.16666666666667,17.01,1.37651280702577,103.739137682367,Choa Chu Kang MRT,1.14
152787,510000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,2.0,93.0,92.08333333333333,16.87,1.3758879374176,103.740225214266,Choa Chu Kang MRT,1.14
152788,510000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,5.0,93.0,93.58333333333333,16.14,1.37298072773967,103.746249268178,Choa Chu Kang MRT,1.39
152789,518000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,2.0,93.0,92.91666666666667,16.31,1.37684626113984,103.747376759116,Choa Chu Kang MRT,1.0
152790,425000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,5.0,90.0,78.25,18.49,1.40385480382021,103.745492505499,Yew Tee MRT,0.73
152791,455000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,5.0,90.0,78.5,18.36,1.40389957807762,103.747236264641,Yew Tee MRT,0.7
152792,480000.0,2023,5,2023-05-01,West,Choa Chu Kang,4.0,8.0,103.0,75.16666666666667,18.01,1.40174073824515,103.749496155327,Yew Tee MRT,0.52
