_id,resale_price,year,month,year_month,region,town,rooms,avg_storey,floor_area_sqm,remaining_lease,address,dist_to_marina_bay,latitude,longitude,postal_code,nearest_station_0,dist_to_station_0
169862,689800.0,2024,1,2024-01,West,Clementi,3.0,29.0,75.0,88.75,"418, Clementi Avenue 1",10.53,1.31017571904177,103.77000324485,120418,Clementi MRT,0.76
169863,406000.0,2024,1,2024-01,West,Clementi,3.0,8.0,67.0,53.083333333333336,"364, Clementi Avenue 2",10.73,1.31240641918888,103.768752275192,120364,Clementi MRT,0.5
169864,488888.0,2024,1,2024-01,West,Clementi,3.0,14.0,61.0,78.25,"366, Clementi Avenue 2",10.43,1.31254953553443,103.771676380482,120366,Clementi MRT,0.78
169865,450000.0,2024,1,2024-01,West,Clementi,3.0,8.0,67.0,53.5,"334, Clementi Avenue 2",10.86,1.31518502692041,103.768432708555,120334,Clementi MRT,0.36
169866,480000.0,2024,1,2024-01,West,Clementi,3.0,5.0,81.0,53.416666666666664,"426, Clementi Avenue 3",11.19,1.31158040643011,103.764211279777,120426,Clementi MRT,0.41
169867,410000.0,2024,1,2024-01,West,Clementi,3.0,5.0,67.0,54.833333333333336,"430, Clementi Avenue 3",11.42,1.31329277085705,103.762553042236,120430,Clementi MRT,0.36
169868,650000.0,2024,1,2024-01,West,Clementi,3.0,11.0,69.0,92.66666666666667,"312B, Clementi Avenue 4",11.45,1.3196729696325,103.764455532029,122312,Clementi MRT,0.51
169869,622000.0,2024,1,2024-01,West,Clementi,3.0,23.0,60.0,90.0,"311B, Clementi Avenue 4",11.31,1.31944669077178,103.765649446368,122311,Clementi MRT,0.48
169870,685000.0,2024,1,2024-01,West,Clementi,3.0,17.0,69.0,92.66666666666667,"312B, Clementi Avenue 4",11.45,1.3196729696325,103.764455532029,122312,Clementi MRT,0.51
169871,630000.0,2024,1,2024-01,West,Clementi,3.0,38.0,60.0,90.0,"311C, Clementi Avenue 4",11.35,1.32010579446331,103.765573473984,123311,Clementi MRT,0.55
169872,406200.0,2024,1,2024-01,West,Clementi,3.0,5.0,67.0,54.25,"305, Clementi Avenue 4",11.38,1.32206108860648,103.76601401343,120305,Clementi MRT,0.77
169873,398000.0,2024,1,2024-01,West,Clementi,3.0,8.0,67.0,55.083333333333336,"308, Clementi Avenue 4",11.25,1.32105185036523,103.766910446634,120308,Clementi MRT,0.68
169874,410000.0,2024,1,2024-01,West,Clementi,3.0,2.0,68.0,56.666666666666664,"371, Clementi Avenue 4",11.09,1.32057465713359,103.768211873157,120371,Clementi MRT,0.69
169875,388888.0,2024,1,2024-01,West,Clementi,3.0,5.0,68.0,56.666666666666664,"371, Clementi Avenue 4",11.09,1.32057465713359,103.768211873157,120371,Clementi MRT,0.69
169876,428888.0,2024,1,2024-01,West,Clementi,3.0,11.0,67.0,55.75,"376, Clementi Avenue 4",11.15,1.31810006477416,103.766692603667,120376,Clementi MRT,0.37
169877,345000.0,2024,1,2024-01,West,Clementi,3.0,2.0,67.0,55.833333333333336,"377, Clementi Avenue 5",11.0,1.31756398951141,103.767975202583,120377,Clementi MRT,0.41
169878,350000.0,2024,1,2024-01,West,Clementi,3.0,2.0,67.0,55.75,"377, Clementi Avenue 5",11.0,1.31756398951141,103.767975202583,120377,Clementi MRT,0.41
169879,515000.0,2024,1,2024-01,West,Clementi,3.0,8.0,82.0,53.666666666666664,"326, Clementi Avenue 5",11.06,1.31443081636431,103.766358328432,120326,Clementi MRT,0.15
169880,392000.0,2024,1,2024-01,West,Clementi,3.0,2.0,74.0,58.833333333333336,"611, Clementi West Street 1",10.41,1.3036973994055,103.769476900942,120611,Clementi MRT,1.35
169881,390000.0,2024,1,2024-01,West,Clementi,3.0,8.0,74.0,58.666666666666664,"610, Clementi West Street 1",10.5,1.30454704525517,103.768773617907,120610,Clementi MRT,1.23
169882,337000.0,2024,1,2024-01,West,Clementi,3.0,11.0,68.0,55.5,"706, Clementi West Street 2",11.25,1.30676076028652,103.762363136976,120706,Clementi MRT,0.98
169883,415888.0,2024,1,2024-01,West,Clementi,3.0,2.0,82.0,58.75,"729, Clementi West Street 2",11.08,1.30492724290307,103.763519401903,120729,Clementi MRT,1.14
169884,375000.0,2024,1,2024-01,West,Clementi,3.0,8.0,82.0,56.083333333333336,"711, Clementi West Street 2",11.34,1.30484423498146,103.76110706384,120711,Clementi MRT,1.22
169885,355000.0,2024,1,2024-01,West,Clementi,3.0,8.0,67.0,53.083333333333336,"510, West Coast Drive",11.53,1.31083088009791,103.760796117451,120510,Clementi MRT,0.68
169886,345000.0,2024,1,2024-01,West,Clementi,3.0,5.0,67.0,55.75,"703, West Coast Road",11.44,1.30674896245195,103.760633580535,120703,Clementi MRT,1.06
169887,330000.0,2024,1,2024-01,West,Clementi,3.0,11.0,67.0,55.75,"702, West Coast Road",11.4,1.30726692567512,103.761107748856,120702,Clementi MRT,0.98
169888,378000.0,2024,1,2024-01,West,Clementi,3.0,8.0,67.0,55.666666666666664,"701, West Coast Road",11.38,1.30761194155051,103.761376368247,120701,Clementi MRT,0.93
169889,390000.0,2024,1,2024-01,West,Clementi,3.0,14.0,67.0,55.75,"703, West Coast Road",11.44,1.30674896245195,103.760633580535,120703,Clementi MRT,1.06
169890,588888.0,2024,1,2024-01,West,Clementi,4.0,11.0,91.0,54.0,"433, Clementi Avenue 3",11.52,1.3140162229847,103.761827364842,120433,Clementi MRT,0.39
169891,933000.0,2024,1,2024-01,West,Clementi,4.0,5.0,87.0,93.66666666666667,"440A, Clementi Avenue 3",11.34,1.31600132585021,103.764185783471,121440,Clementi MRT,0.15
169892,820000.0,2024,1,2024-01,West,Clementi,4.0,26.0,90.0,77.91666666666667,"457, Clementi Avenue 3",10.87,1.31179955737888,103.767250190991,120457,Clementi MRT,0.43
169893,565888.0,2024,1,2024-01,West,Clementi,4.0,11.0,91.0,53.416666666666664,"429, Clementi Avenue 3",11.38,1.31291218870832,103.762860973019,120429,Clementi MRT,0.36
169894,988000.0,2024,1,2024-01,West,Clementi,4.0,29.0,93.0,92.66666666666667,"312A, Clementi Avenue 4",11.43,1.31908894426179,103.764441220265,121312,Clementi MRT,0.45
169895,465000.0,2024,1,2024-01,West,Clementi,4.0,2.0,91.0,55.833333333333336,"376, Clementi Avenue 4",11.15,1.31810006477416,103.766692603667,120376,Clementi MRT,0.37
169896,900000.0,2024,1,2024-01,West,Clementi,4.0,32.0,80.0,90.0,"311A, Clementi Avenue 4",11.32,1.31911656776897,103.765492195959,121311,Clementi MRT,0.44
169897,520000.0,2024,1,2024-01,West,Clementi,4.0,2.0,92.0,54.166666666666664,"302, Clementi Avenue 4",11.48,1.32173863747461,103.764910229993,120302,Clementi MRT,0.73
169898,780000.0,2024,1,2024-01,West,Clementi,4.0,5.0,82.0,90.0,"311C, Clementi Avenue 4",11.35,1.32010579446331,103.765573473984,123311,Clementi MRT,0.55
169899,835000.0,2024,1,2024-01,West,Clementi,4.0,5.0,93.0,92.66666666666667,"312B, Clementi Avenue 4",11.45,1.3196729696325,103.764455532029,122312,Clementi MRT,0.51
169900,540000.0,2024,1,2024-01,West,Clementi,4.0,2.0,92.0,54.166666666666664,"305, Clementi Avenue 4",11.38,1.32206108860648,103.76601401343,120305,Clementi MRT,0.77
169901,585000.0,2024,1,2024-01,West,Clementi,4.0,8.0,94.0,60.0,"202, Clementi Avenue 6",11.67,1.32069236445881,103.762714694971,120202,Clementi MRT,0.68
169902,760000.0,2024,1,2024-01,West,Clementi,4.0,8.0,104.0,59.75,"113, Clementi Street 13",11.03,1.32368401078529,103.77013234931,120113,Clementi MRT,1.1
169903,513000.0,2024,1,2024-01,West,Clementi,4.0,2.0,104.0,58.833333333333336,"611, Clementi West Street 1",10.41,1.3036973994055,103.769476900942,120611,Clementi MRT,1.35
169904,500000.0,2024,1,2024-01,West,Clementi,4.0,5.0,91.0,55.583333333333336,"708, Clementi West Street 2",11.25,1.30571872306759,103.762167768843,120708,Clementi MRT,1.09
169905,470000.0,2024,1,2024-01,West,Clementi,4.0,11.0,91.0,55.583333333333336,"707, Clementi West Street 2",11.24,1.30628748271347,103.762394965532,120707,Clementi MRT,1.02
169906,478000.0,2024,1,2024-01,West,Clementi,4.0,11.0,92.0,55.416666666666664,"712, Clementi West Street 2",11.22,1.30483690300269,103.762212950736,120712,Clementi MRT,1.18
169907,480000.0,2024,1,2024-01,West,Clementi,4.0,2.0,91.0,55.416666666666664,"712, Clementi West Street 2",11.22,1.30483690300269,103.762212950736,120712,Clementi MRT,1.18
169908,850000.0,2024,1,2024-01,West,Clementi,5.0,20.0,119.0,53.916666666666664,"337, Clementi Avenue 2",10.82,1.31605567747075,103.769112678697,120337,Clementi MRT,0.45
169909,1258000.0,2024,1,2024-01,West,Clementi,5.0,26.0,112.0,93.58333333333333,"440C, Clementi Avenue 3",11.39,1.31663371565974,103.763934137674,123440,Clementi MRT,0.22
169910,1240000.0,2024,1,2024-01,West,Clementi,5.0,35.0,113.0,92.66666666666667,"312B, Clementi Avenue 4",11.45,1.3196729696325,103.764455532029,122312,Clementi MRT,0.51
169911,638000.0,2024,1,2024-01,West,Clementi,5.0,2.0,125.0,54.333333333333336,"342, Clementi Avenue 5",10.83,1.31836321447687,103.769846484274,120342,Clementi MRT,0.63
169912,1180000.0,2024,1,2024-01,West,Clementi,5.0,5.0,142.0,59.833333333333336,"114, Clementi Street 13",10.99,1.32391547713763,103.770629507887,120114,Clementi MRT,1.15
169913,1051692.0,2024,1,2024-01,West,Clementi,5.5,2.0,148.0,60.416666666666664,"201, Clementi Avenue 6",11.59,1.32014419030202,103.763253531405,120201,Clementi MRT,0.6
169914,285000.0,2024,1,2024-01,Central,Geylang,2.0,2.0,45.0,61.083333333333336,"109, Aljunied Cres",4.77,1.31939291785822,103.884439876207,380109,Aljunied MRT,0.37
169915,250000.0,2024,1,2024-01,Central,Geylang,2.0,8.0,42.0,44.083333333333336,"51, Circuit Road",5.31,1.32452045191678,103.885514575324,370051,Mattar MRT,0.36
169916,340000.0,2024,1,2024-01,Central,Geylang,3.0,2.0,65.0,50.666666666666664,"95, Aljunied Cres",5.09,1.32170329030889,103.886195689242,380095,MacPherson MRT,0.6
169917,398000.0,2024,1,2024-01,Central,Geylang,3.0,5.0,68.0,56.333333333333336,"108, Aljunied Cres",4.8,1.31917515239477,103.885321594343,380108,Aljunied MRT,0.41
169918,390000.0,2024,1,2024-01,Central,Geylang,3.0,2.0,65.0,50.666666666666664,"98, Aljunied Cres",4.98,1.32086525583011,103.885697365861,380098,Aljunied MRT,0.58
169919,340000.0,2024,1,2024-01,Central,Geylang,3.0,5.0,67.0,48.5,"30, Balam Road",5.9,1.32965461509134,103.887183600084,370030,MacPherson MRT,0.45
169920,565000.0,2024,1,2024-01,Central,Geylang,3.0,5.0,67.0,91.91666666666667,"18A, Circuit Road",5.91,1.32932082372457,103.888071748726,371018,MacPherson MRT,0.38
169921,698888.0,2024,1,2024-01,Central,Geylang,3.0,14.0,67.0,91.91666666666667,"18D, Circuit Road",5.99,1.32940434763773,103.889196979567,374018,MacPherson MRT,0.36
169922,320000.0,2024,1,2024-01,Central,Geylang,3.0,5.0,56.0,44.083333333333336,"50, Circuit Road",5.35,1.32488448306596,103.885571385532,370050,Mattar MRT,0.34
169923,350000.0,2024,1,2024-01,Central,Geylang,3.0,5.0,60.0,45.0,"85, Circuit Road",5.15,1.32265241052434,103.885755259463,370085,Mattar MRT,0.54
169924,275000.0,2024,1,2024-01,Central,Geylang,3.0,5.0,56.0,44.083333333333336,"57, Circuit Road",5.4,1.32472311721669,103.886685702383,370057,MacPherson MRT,0.33
169925,323000.0,2024,1,2024-01,Central,Geylang,3.0,14.0,59.0,47.916666666666664,"37, Circuit Road",5.72,1.32817733374331,103.886486362837,370037,Mattar MRT,0.39
169926,575000.0,2024,1,2024-01,Central,Geylang,3.0,11.0,60.0,82.0,"36, Eunos Cres",6.18,1.32117164370394,103.901772831996,400036,Eunos MRT,0.22
169927,340000.0,2024,1,2024-01,Central,Geylang,3.0,8.0,59.0,52.416666666666664,"18, Eunos Cres",6.59,1.32374151802981,103.904360289416,400018,Eunos MRT,0.46
169928,590000.0,2024,1,2024-01,Central,Geylang,3.0,17.0,60.0,82.16666666666667,"33, Eunos Cres",6.03,1.32018325530871,103.90080491512,400033,Eunos MRT,0.27
169929,435000.0,2024,1,2024-01,Central,Geylang,3.0,8.0,74.0,58.666666666666664,"128, Geylang East Avenue 1",4.89,1.31830919498771,103.887754005604,380128,Paya Lebar MRT,0.52
169930,380888.0,2024,1,2024-01,Central,Geylang,3.0,8.0,59.0,57.916666666666664,"1, Haig Road",4.99,1.30995369949672,103.897073886398,438797,Dakota MRT,0.9
169931,358000.0,2024,1,2024-01,Central,Geylang,3.0,11.0,56.0,44.083333333333336,"97, Jln Dua",4.17,1.30894624898234,103.888388917364,390097,Dakota MRT,0.09
169932,328888.0,2024,1,2024-01,Central,Geylang,3.0,8.0,58.0,47.666666666666664,"91, Paya Lebar Way",5.21,1.32268116095086,103.886737921495,370091,MacPherson MRT,0.48
169933,305000.0,2024,1,2024-01,Central,Geylang,3.0,11.0,58.0,47.666666666666664,"93, Paya Lebar Way",5.3,1.32273477524955,103.888103198161,370093,MacPherson MRT,0.4
169934,350000.0,2024,1,2024-01,Central,Geylang,3.0,5.0,76.0,56.25,"41, Sims Drive",4.05,1.31685532892182,103.875551269808,380041,Aljunied MRT,0.82
169935,398000.0,2024,1,2024-01,Central,Geylang,3.0,11.0,64.0,60.75,"316, Ubi Avenue 1",6.88,1.32925189163013,103.902615440444,400316,Ubi MRT,0.39
169936,370000.0,2024,1,2024-01,Central,Geylang,3.0,5.0,64.0,60.75,"316, Ubi Avenue 1",6.88,1.32925189163013,103.902615440444,400316,Ubi MRT,0.39
169937,385000.0,2024,1,2024-01,Central,Geylang,3.0,5.0,64.0,75.41666666666667,"301, Ubi Avenue 1",6.95,1.33068802490987,103.901953040703,400301,Ubi MRT,0.31
169938,695500.0,2024,1,2024-01,Central,Geylang,4.0,11.0,107.0,72.66666666666667,"27, Balam Road",5.91,1.3303081156604,103.8863082196,370027,Mattar MRT,0.51
169939,930000.0,2024,1,2024-01,Central,Geylang,4.0,17.0,93.0,91.91666666666667,"18D, Circuit Road",5.99,1.32940434763773,103.889196979567,374018,MacPherson MRT,0.36
169940,840000.0,2024,1,2024-01,Central,Geylang,4.0,2.0,93.0,91.83333333333333,"17A, Circuit Road",5.97,1.32989202076676,103.888112904804,371017,MacPherson MRT,0.43
169941,785000.0,2024,1,2024-01,Central,Geylang,4.0,11.0,90.0,82.0,"36, Eunos Cres",6.18,1.32117164370394,103.901772831996,400036,Eunos MRT,0.22
169942,838000.0,2024,1,2024-01,Central,Geylang,4.0,8.0,90.0,82.0,"31, Eunos Cres",6.13,1.32038936286085,103.901842015603,400031,Eunos MRT,0.17
169943,720000.0,2024,1,2024-01,Central,Geylang,4.0,11.0,104.0,58.916666666666664,"124, Geylang East Avenue 1",4.82,1.31838863767065,103.8866756731,380124,Aljunied MRT,0.47
169944,930000.0,2024,1,2024-01,Central,Geylang,4.0,20.0,93.0,80.25,"39, Jln Tiga",3.82,1.30782060282339,103.885092299552,390039,Mountbatten MRT,0.34
169945,560000.0,2024,1,2024-01,Central,Geylang,4.0,8.0,91.0,55.666666666666664,"122, Paya Lebar Way",4.96,1.32260037982528,103.882463210918,381122,Mattar MRT,0.48
169946,908888.0,2024,1,2024-01,Central,Geylang,4.0,11.0,95.0,75.5,"7, Pine Cl",3.6,1.30767573187081,103.882412035537,391007,Mountbatten MRT,0.16
169947,500000.0,2024,1,2024-01,Central,Geylang,4.0,2.0,84.0,61.25,"338, Ubi Avenue 1",6.59,1.32613973623742,103.902073613523,400338,Ubi MRT,0.53
169948,588000.0,2024,1,2024-01,Central,Geylang,4.0,11.0,104.0,61.416666666666664,"348, Ubi Avenue 1",6.47,1.32615026018563,103.900527500118,400348,Ubi MRT,0.45
169949,508000.0,2024,1,2024-01,Central,Geylang,4.0,5.0,84.0,60.5,"320, Ubi Avenue 1",6.97,1.32880527103033,103.904280456723,400320,Ubi MRT,0.58
169950,520000.0,2024,1,2024-01,Central,Geylang,4.0,5.0,84.0,61.416666666666664,"348, Ubi Avenue 1",6.47,1.32615026018563,103.900527500118,400348,Ubi MRT,0.45
169951,603000.0,2024,1,2024-01,Central,Geylang,4.0,11.0,104.0,60.5,"324, Ubi Avenue 1",6.93,1.32829434946575,103.904204443823,400324,Ubi MRT,0.58
169952,485000.0,2024,1,2024-01,Central,Geylang,4.0,11.0,84.0,60.833333333333336,"322, Ubi Avenue 1",6.94,1.32791288824126,103.904833849402,400322,Ubi MRT,0.66
169953,538000.0,2024,1,2024-01,Central,Geylang,4.0,2.0,104.0,60.75,"314, Ubi Avenue 1",6.96,1.32929452580121,103.903634766965,400314,Ubi MRT,0.5
169954,565000.0,2024,1,2024-01,Central,Geylang,4.0,2.0,104.0,61.083333333333336,"349, Ubi Avenue 1",6.45,1.32582834326478,103.900581103781,400349,Ubi MRT,0.48
169955,620000.0,2024,1,2024-01,Central,Geylang,5.0,11.0,117.0,52.333333333333336,"23, Eunos Cres",6.45,1.32430637458121,103.902160591904,400023,Eunos MRT,0.51
169956,949000.0,2024,1,2024-01,Central,Geylang,5.0,17.0,110.0,81.83333333333333,"35, Eunos Cres",6.14,1.32110753889088,103.901372601594,400035,Eunos MRT,0.25
169957,905000.0,2024,1,2024-01,Central,Geylang,5.0,11.0,140.0,59.916666666666664,"415, Eunos Road 5",5.64,1.31822661859534,103.897854941374,400415,Paya Lebar MRT,0.63
169958,808000.0,2024,1,2024-01,Central,Geylang,5.0,20.0,118.0,51.583333333333336,"6, Haig Road",5.22,1.31317618810987,103.897214949603,430006,Paya Lebar MRT,0.71
169959,1040000.0,2024,1,2024-01,Central,Geylang,5.0,17.0,110.0,80.33333333333333,"47, Jln Tiga",3.89,1.30876081841943,103.885032047857,390047,Dakota MRT,0.45
169960,840000.0,2024,1,2024-01,Central,Geylang,5.5,2.0,146.0,61.333333333333336,"326, Ubi Avenue 1",6.81,1.32717743985411,103.903801522508,400326,Ubi MRT,0.6
169961,338000.0,2024,1,2024-01,North-East,Hougang,2.0,14.0,47.0,95.08333333333333,"998B, Buangkok Cres",11.35,1.38410075238235,103.88050459967,532998,Layar LRT,0.88
169962,350000.0,2024,1,2024-01,North-East,Hougang,2.0,14.0,47.0,94.75,"995B, Buangkok Cres",11.64,1.386368520421,103.882829663803,532995,Layar LRT,0.7
169963,370000.0,2024,1,2024-01,North-East,Hougang,2.0,11.0,47.0,95.0,"998A, Buangkok Cres",11.3,1.38375782968293,103.880172193688,531998,Layar LRT,0.92
169964,320000.0,2024,1,2024-01,North-East,Hougang,2.0,2.0,47.0,95.0,"998A, Buangkok Cres",11.3,1.38375782968293,103.880172193688,531998,Layar LRT,0.92
169965,335000.0,2024,1,2024-01,North-East,Hougang,2.0,5.0,47.0,95.0,"998B, Buangkok Cres",11.35,1.38410075238235,103.88050459967,532998,Layar LRT,0.88
169966,360000.0,2024,1,2024-01,North-East,Hougang,2.0,14.0,47.0,94.75,"995B, Buangkok Cres",11.64,1.386368520421,103.882829663803,532995,Layar LRT,0.7
169967,330000.0,2024,1,2024-01,North-East,Hougang,2.0,17.0,38.0,94.5,"992A, Buangkok Link",11.31,1.38345063152545,103.881982721855,531992,Layar LRT,0.98
169968,340000.0,2024,1,2024-01,North-East,Hougang,2.0,2.0,47.0,94.41666666666667,"991A, Buangkok Link",11.41,1.38430780704299,103.882225801104,531991,Layar LRT,0.89
169969,460000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,67.0,87.41666666666667,"986B, Buangkok Cres",11.14,1.38227273503528,103.880129232731,532986,Layar LRT,1.08
169970,500000.0,2024,1,2024-01,North-East,Hougang,3.0,14.0,68.0,95.0,"999B, Buangkok Cres",11.4,1.38453689339832,103.880588848601,532999,Layar LRT,0.84
169971,510000.0,2024,1,2024-01,North-East,Hougang,3.0,14.0,68.0,94.75,"995C, Buangkok Cres",11.63,1.38618515792277,103.882968610678,536995,Layar LRT,0.73
169972,480000.0,2024,1,2024-01,North-East,Hougang,3.0,17.0,68.0,94.66666666666667,"995B, Buangkok Cres",11.64,1.386368520421,103.882829663803,532995,Layar LRT,0.7
169973,455000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,67.0,87.33333333333333,"986B, Buangkok Cres",11.14,1.38227273503528,103.880129232731,532986,Layar LRT,1.08
169974,465000.0,2024,1,2024-01,North-East,Hougang,3.0,11.0,68.0,94.91666666666667,"998A, Buangkok Cres",11.3,1.38375782968293,103.880172193688,531998,Layar LRT,0.92
169975,435000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,68.0,90.16666666666667,"987C, Buangkok Green",10.77,1.37932814973617,103.877789198004,533987,Layar LRT,1.43
169976,428000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,68.0,90.16666666666667,"987B, Buangkok Green",10.79,1.37939224749513,103.878283914186,532987,Layar LRT,1.42
169977,439900.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,68.0,90.16666666666667,"987B, Buangkok Green",10.79,1.37939224749513,103.878283914186,532987,Layar LRT,1.42
169978,450000.0,2024,1,2024-01,North-East,Hougang,3.0,5.0,68.0,94.41666666666667,"992A, Buangkok Link",11.31,1.38345063152545,103.881982721855,531992,Layar LRT,0.98
169979,376000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,67.0,56.666666666666664,"125, Hougang Avenue 1",8.15,1.35240983570812,103.886491573358,530125,Kovan MRT,0.87
169980,412000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,82.0,57.0,"112, Hougang Avenue 1",8.44,1.35442181063898,103.888557768191,530112,Kovan MRT,0.75
169981,375000.0,2024,1,2024-01,North-East,Hougang,3.0,5.0,66.0,57.166666666666664,"114, Hougang Avenue 1",8.35,1.35335659508707,103.889053360173,530114,Kovan MRT,0.88
169982,410000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,67.0,57.0,"112, Hougang Avenue 1",8.44,1.35442181063898,103.888557768191,530112,Kovan MRT,0.75
169983,388000.0,2024,1,2024-01,North-East,Hougang,3.0,5.0,67.0,56.833333333333336,"124, Hougang Avenue 1",8.21,1.35290792137123,103.886731553415,530124,Kovan MRT,0.83
169984,375000.0,2024,1,2024-01,North-East,Hougang,3.0,5.0,67.0,56.666666666666664,"123, Hougang Avenue 1",8.24,1.35338313924634,103.88625894527,530123,Kovan MRT,0.76
169985,370000.0,2024,1,2024-01,North-East,Hougang,3.0,2.0,67.0,57.416666666666664,"117, Hougang Avenue 1",8.34,1.35361343990292,103.888145554328,530117,Kovan MRT,0.8
169986,390000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,66.0,57.083333333333336,"114, Hougang Avenue 1",8.35,1.35335659508707,103.889053360173,530114,Kovan MRT,0.88
169987,375000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,67.0,56.666666666666664,"123, Hougang Avenue 1",8.24,1.35338313924634,103.88625894527,530123,Kovan MRT,0.76
169988,410000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,67.0,60.75,"415, Hougang Avenue 10",10.9,1.37517507468581,103.896537715818,530415,Hougang MRT,0.63
169989,360000.0,2024,1,2024-01,North-East,Hougang,3.0,11.0,73.0,53.416666666666664,"19, Hougang Avenue 3",9.53,1.36378961600309,103.891813266061,530019,Hougang MRT,0.83
169990,402500.0,2024,1,2024-01,North-East,Hougang,3.0,5.0,67.0,59.833333333333336,"248, Hougang Avenue 3",9.11,1.35937034964577,103.892587549209,530248,Kovan MRT,0.84
169991,435500.0,2024,1,2024-01,North-East,Hougang,3.0,11.0,82.0,53.416666666666664,"24, Hougang Avenue 3",9.72,1.36551226123746,103.892085472745,530024,Hougang MRT,0.64
169992,358000.0,2024,1,2024-01,North-East,Hougang,3.0,2.0,72.0,59.833333333333336,"248, Hougang Avenue 3",9.11,1.35937034964577,103.892587549209,530248,Kovan MRT,0.84
169993,395000.0,2024,1,2024-01,North-East,Hougang,3.0,5.0,67.0,59.75,"248, Hougang Avenue 3",9.11,1.35937034964577,103.892587549209,530248,Kovan MRT,0.84
169994,300000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,59.0,50.583333333333336,"2, Hougang Avenue 3",9.6,1.36486666416769,103.890727960772,530023,Hougang MRT,0.73
169995,346000.0,2024,1,2024-01,North-East,Hougang,3.0,14.0,59.0,50.583333333333336,"1, Hougang Avenue 3",9.53,1.36378961600309,103.891813266061,530019,Hougang MRT,0.83
169996,330000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,59.0,50.583333333333336,"1, Hougang Avenue 3",9.53,1.36378961600309,103.891813266061,530019,Hougang MRT,0.83
169997,410000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,67.0,59.416666666666664,"247, Hougang Avenue 3",9.05,1.35916574841404,103.891524298457,530247,Kovan MRT,0.73
169998,438000.0,2024,1,2024-01,North-East,Hougang,3.0,5.0,82.0,58.25,"327, Hougang Avenue 5",10.17,1.36830683201861,103.895987624672,530327,Hougang MRT,0.52
169999,393888.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,67.0,58.833333333333336,"308, Hougang Avenue 5",10.01,1.36680910838232,103.895756047165,530308,Hougang MRT,0.62
170000,382000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,67.0,58.166666666666664,"321, Hougang Avenue 5",10.15,1.36710131174973,103.898278016767,530321,Hougang MRT,0.8
170001,410000.0,2024,1,2024-01,North-East,Hougang,3.0,14.0,67.0,58.083333333333336,"307, Hougang Avenue 5",9.96,1.36665999438856,103.895009698642,530307,Hougang MRT,0.59
170002,423000.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,68.0,58.333333333333336,"311, Hougang Avenue 5",9.85,1.36566733064792,103.894853675162,530311,Hougang MRT,0.68
170003,400000.0,2024,1,2024-01,North-East,Hougang,3.0,11.0,64.0,62.166666666666664,"674, Hougang Avenue 8",10.17,1.37217287844953,103.884645831522,530674,Hougang MRT,0.87
170004,402888.0,2024,1,2024-01,North-East,Hougang,3.0,8.0,69.0,60.75,"620, Hougang Avenue 8",9.93,1.3701440065551,103.883968140531,530620,Hougang MRT,0.94
170005,382888.0,2024,1,2024-01,North-East,Hougang,3.0,2.0,64.0,64.5,"684, Hougang Avenue 8",10.42,1.3739584050047,103.886898456705,530684,Hougang MRT,0.68
170006,390000.0,2024,1,2024-01,North-East,Hougang,3.0,2.0,64.0,63.833333333333336,"677, Hougang Avenue 8",10.05,1.37112901642432,103.8843188702,530677,Hougang MRT,0.9
170007,388000.0,2024,1,2024-01,North-East,Hougang,3.0,2.0,69.0,62.083333333333336,"645, Hougang Avenue 8",10.03,1.37175994350777,103.88145598567,530645,Hougang MRT,1.22
170008,378000.0,2024,1,2024-01,North-East,Hougang,3.0,5.0,60.0,60.583333333333336,"620, Hougang Avenue 8",9.93,1.3701440065551,103.883968140531,530620,Hougang MRT,0.94
170009,400000.0,2024,1,2024-01,North-East,Hougang,3.0,2.0,64.0,63.833333333333336,"811, Hougang Ctrl",10.45,1.37187111601411,103.893790162294,530811,Hougang MRT,0.17
170010,425000.0,2024,1,2024-01,North-East,Hougang,3.0,2.0,67.0,60.0,"154, Hougang Street 11",7.91,1.35221025687017,103.88016536128,530154,Serangoon MRT,0.84
170011,400000.0,2024,1,2024-01,North-East,Hougang,3.0,5.0,77.0,60.333333333333336,"241, Hougang Street 22",8.79,1.35650868784233,103.891840640482,530241,Kovan MRT,0.86
170012,378000.0,2024,1,2024-01,North-East,Hougang,3.0,2.0,67.0,59.416666666666664,"243, Hougang Street 22",8.9,1.35764144948127,103.891702601254,530243,Kovan MRT,0.79
